year,latitude,longitude,province,territory,zone_name,area_ha,area_km2,percent_change,source_dataset,analysis_method,confidence_level,date_processed,fire_id,year_active,burned_area_ha,fire_severity,vegetation_type,carbon_emission_estimate,recurrence_frequency,distance_to_settlement
2002,1.7123574349016286,28.576380348942326,Ituri,Epulu,Okapi Wildlife Reserve,248.13,2.4813,0.33,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,F-2002-1,2002,248.13,High,Primary Forest,3846.03,2,13.89
2002,1.7323213132483628,28.676923624820574,Ituri,Mambasa,Okapi Wildlife Reserve,155.79,1.5579,4.35,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,F-2002-2,2002,155.79,Low,Primary Forest,2414.68,4,14.95
2002,1.5544482763273628,28.650737084802373,Ituri,Mambasa,Okapi Wildlife Reserve,107.68,1.0768,0.31,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,F-2002-3,2002,107.68,Moderate,Primary Forest,1669.05,3,1.82
2002,1.7212278853333494,28.616105305454465,Ituri,Wamba,Okapi Wildlife Reserve,78.89,0.7889,-5.32,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.85,2026-05-15,F-2002-4,2002,78.89,High,Degraded Forest,1222.73,5,6.5
2002,1.5998210252959368,28.562416005900136,Ituri,Mambasa,Okapi Wildlife Reserve,122.88,1.2288,1.96,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,F-2002-5,2002,122.88,Moderate,Savannah,1904.63,1,1.95
2002,1.5960149143064362,28.51429297326767,Ituri,Epulu,Okapi Wildlife Reserve,122.52,1.2252,-4.43,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,F-2002-6,2002,122.52,High,Savannah,1899.13,3,13.43
2003,1.6646093236869544,28.667925004880896,Ituri,Wamba,Okapi Wildlife Reserve,188.45,1.8845,-2.36,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,F-2003-0,2003,188.45,Moderate,Primary Forest,2920.97,2,9.44
2003,1.7238236707244798,28.601581933377755,Ituri,Wamba,Okapi Wildlife Reserve,243.69,2.4369,0.8,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,F-2003-1,2003,243.69,Moderate,Savannah,3777.17,4,9.28
2004,1.580300304411639,28.556461847310718,Ituri,Wamba,Okapi Wildlife Reserve,226.1,2.261,-5.51,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,F-2004-0,2004,226.1,Moderate,Primary Forest,3504.51,5,5.73
2004,1.6483338162644068,28.645597370242747,Ituri,Mambasa,Okapi Wildlife Reserve,222.66,2.2266,-2.2,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,F-2004-1,2004,222.66,Low,Primary Forest,3451.15,4,5.93
2004,1.6977239787022869,28.49539864215293,Ituri,Mambasa,Okapi Wildlife Reserve,70.18,0.7018,-0.51,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,F-2004-2,2004,70.18,High,Degraded Forest,1087.82,4,4.09
2004,1.5560176608685652,28.57273960491717,Ituri,Epulu,Okapi Wildlife Reserve,101.37,1.0137,4.14,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,F-2004-3,2004,101.37,Moderate,Savannah,1571.17,3,2.35
2004,1.5575193438045825,28.565951348679622,Ituri,Mambasa,Okapi Wildlife Reserve,154.56,1.5456,3.42,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,F-2004-4,2004,154.56,Moderate,Primary Forest,2395.7,1,10.1
2005,1.6259860625045597,28.56654807895555,Ituri,Mambasa,Okapi Wildlife Reserve,188.95,1.8895,-8.08,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,F-2005-0,2005,188.95,Moderate,Degraded Forest,2928.8,2,6.27
2005,1.631222882974907,28.659031718713084,Ituri,Epulu,Okapi Wildlife Reserve,100.23,1.0023,6.93,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,F-2005-1,2005,100.23,High,Primary Forest,1553.52,1,13.21
2005,1.6658698316260725,28.592964183775415,Ituri,Mambasa,Okapi Wildlife Reserve,55.33,0.5533,-8.65,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,F-2005-2,2005,55.33,High,Primary Forest,857.69,5,14.61
2006,1.655928617568001,28.583806861793068,Ituri,Wamba,Okapi Wildlife Reserve,137.12,1.3712,-3.32,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.98,2026-05-15,F-2006-0,2006,137.12,Moderate,Degraded Forest,2125.31,5,3.87
2006,1.7330842614922353,28.643671894219086,Ituri,Epulu,Okapi Wildlife Reserve,138.55,1.3855,-1.96,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.85,2026-05-15,F-2006-1,2006,138.55,Low,Primary Forest,2147.55,5,8.09
2007,1.5817744318557438,28.63895628241952,Ituri,Wamba,Okapi Wildlife Reserve,229.53,2.2953,-0.91,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,F-2007-0,2007,229.53,Moderate,Primary Forest,3557.65,5,3.06
2007,1.653758966996424,28.54932884973933,Ituri,Mambasa,Okapi Wildlife Reserve,223.29,2.2329,2.81,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,F-2007-1,2007,223.29,Low,Degraded Forest,3461.05,4,13.5
2007,1.6829486722673532,28.573860706455147,Ituri,Mambasa,Okapi Wildlife Reserve,194.56,1.9456,-0.75,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,F-2007-2,2007,194.56,High,Savannah,3015.74,5,12.98
2007,1.6359063966998284,28.635797108967708,Ituri,Mambasa,Okapi Wildlife Reserve,114.72,1.1472,-7.95,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,F-2007-3,2007,114.72,High,Primary Forest,1778.13,3,7.77
2008,1.6133544143985727,28.61689749947121,Ituri,Mambasa,Okapi Wildlife Reserve,126.42,1.2642,-2.28,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.85,2026-05-15,F-2008-0,2008,126.42,Low,Primary Forest,1959.55,1,8.05
2008,1.7229502270050197,28.635177399754728,Ituri,Wamba,Okapi Wildlife Reserve,169.74,1.6974,-5.22,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,F-2008-1,2008,169.74,High,Savannah,2630.96,2,4.93
2009,1.5685914510434023,28.579503517833377,Ituri,Wamba,Okapi Wildlife Reserve,139.2,1.392,-1.69,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2009-0,2009,139.2,Moderate,Degraded Forest,2157.64,4,14.84
2009,1.5864470690603247,28.525217340130162,Ituri,Epulu,Okapi Wildlife Reserve,221.55,2.2155,7.86,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2009-1,2009,221.55,Moderate,Degraded Forest,3434.08,5,9.51
2009,1.720308111183789,28.606239028249217,Ituri,Epulu,Okapi Wildlife Reserve,60.81,0.6081,-4.82,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2009-2,2009,60.81,High,Primary Forest,942.53,5,14.85
2010,1.5445916254876049,28.628292625708777,Ituri,Mambasa,Okapi Wildlife Reserve,93.09,0.9309,9.38,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,F-2010-0,2010,93.09,High,Savannah,1442.86,1,10.42
2010,1.6279180793013417,28.527553221626693,Ituri,Epulu,Okapi Wildlife Reserve,97.19,0.9719,-8.84,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,F-2010-1,2010,97.19,Moderate,Degraded Forest,1506.44,3,2.56
2010,1.6278419752486928,28.679881765284467,Ituri,Epulu,Okapi Wildlife Reserve,218.95,2.1895,-9.51,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,F-2010-2,2010,218.95,High,Primary Forest,3393.67,3,6.07
2010,1.586558762977164,28.48429819173073,Ituri,Wamba,Okapi Wildlife Reserve,192.44,1.9244,-6.52,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,F-2010-3,2010,192.44,Low,Primary Forest,2982.8,2,2.21
2010,1.681684993258484,28.50716821922442,Ituri,Mambasa,Okapi Wildlife Reserve,239.63,2.3963,-1.19,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,F-2010-4,2010,239.63,Low,Primary Forest,3714.25,2,12.43
2010,1.7256847906863013,28.503452790397095,Ituri,Wamba,Okapi Wildlife Reserve,110.54,1.1054,9.71,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,F-2010-5,2010,110.54,High,Primary Forest,1713.3,1,7.48
2010,1.7044908599791293,28.674098391805153,Ituri,Mambasa,Okapi Wildlife Reserve,160.09,1.6009,4.24,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,F-2010-6,2010,160.09,Moderate,Primary Forest,2481.35,4,1.87
2010,1.5885607398397983,28.618852905116288,Ituri,Wamba,Okapi Wildlife Reserve,145.68,1.4568,8.77,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,F-2010-7,2010,145.68,Low,Primary Forest,2258.02,4,1.98
2011,1.6675175457274112,28.537732584721617,Ituri,Mambasa,Okapi Wildlife Reserve,87.13,0.8713,-5.87,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,F-2011-0,2011,87.13,Moderate,Savannah,1350.52,4,7.57
2011,1.5757248061741387,28.565823217077867,Ituri,Wamba,Okapi Wildlife Reserve,180.09,1.8009,6.11,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,F-2011-1,2011,180.09,High,Savannah,2791.34,5,13.43
2012,1.5593062597485705,28.68219310724222,Ituri,Mambasa,Okapi Wildlife Reserve,73.23,0.7323,8.4,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,F-2012-0,2012,73.23,Moderate,Primary Forest,1135.12,5,4.01
2012,1.6885737056003234,28.626986660667782,Ituri,Epulu,Okapi Wildlife Reserve,89.44,0.8944,6.39,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2012-1,2012,89.44,High,Savannah,1386.27,4,11.81
2012,1.5767677284044492,28.622059047014595,Ituri,Epulu,Okapi Wildlife Reserve,237.21,2.3721,8.89,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,F-2012-2,2012,237.21,Low,Savannah,3676.68,4,7.99
2012,1.6641935413142226,28.623103833150047,Ituri,Mambasa,Okapi Wildlife Reserve,195.93,1.9593,5.11,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,F-2012-3,2012,195.93,Moderate,Savannah,3036.95,2,14.54
2012,1.6962613827041946,28.546851050977526,Ituri,Wamba,Okapi Wildlife Reserve,184.61,1.8461,5.63,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,F-2012-4,2012,184.61,Moderate,Primary Forest,2861.4,1,5.81
2012,1.7051486071394004,28.546138876711534,Ituri,Wamba,Okapi Wildlife Reserve,162.22,1.6222,6.14,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,F-2012-5,2012,162.22,Low,Primary Forest,2514.38,5,5.81
2012,1.6695433910079496,28.5118670368472,Ituri,Wamba,Okapi Wildlife Reserve,163.1,1.631,-9.37,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,F-2012-6,2012,163.1,Moderate,Degraded Forest,2527.98,2,4.28
2013,1.6666610965071362,28.60023539262366,Ituri,Mambasa,Okapi Wildlife Reserve,63.07,0.6307,-4.05,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2013-0,2013,63.07,Moderate,Degraded Forest,977.65,1,8.77
2013,1.5868456471715982,28.623735724828432,Ituri,Epulu,Okapi Wildlife Reserve,219.74,2.1974,1.16,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,F-2013-1,2013,219.74,Low,Primary Forest,3406.01,2,13.47
2013,1.5374720188512176,28.65453437981748,Ituri,Mambasa,Okapi Wildlife Reserve,108.59,1.0859,-5.41,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,F-2013-2,2013,108.59,Moderate,Primary Forest,1683.17,2,3.27
2013,1.646802507441839,28.52000045422991,Ituri,Mambasa,Okapi Wildlife Reserve,159.01,1.5901,8.75,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2013-3,2013,159.01,Moderate,Primary Forest,2464.66,5,11.49
2013,1.5339023724487644,28.594992072863143,Ituri,Wamba,Okapi Wildlife Reserve,125.59,1.2559,-4.69,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,F-2013-4,2013,125.59,High,Primary Forest,1946.64,1,6.9
2013,1.5423688263802375,28.65657424615468,Ituri,Wamba,Okapi Wildlife Reserve,125.0,1.25,-0.82,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,F-2013-5,2013,125.0,High,Primary Forest,1937.47,1,3.59
2014,1.675781919282953,28.64690422336146,Ituri,Epulu,Okapi Wildlife Reserve,57.31,0.5731,4.69,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,F-2014-0,2014,57.31,Low,Savannah,888.26,3,7.08
2014,1.5853711279344982,28.513477553092052,Ituri,Mambasa,Okapi Wildlife Reserve,168.59,1.6859,-4.26,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,F-2014-1,2014,168.59,Low,Primary Forest,2613.08,1,12.55
2014,1.6968084558239673,28.498632821583747,Ituri,Wamba,Okapi Wildlife Reserve,161.25,1.6125,3.09,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,F-2014-2,2014,161.25,Moderate,Primary Forest,2499.34,1,14.74
2014,1.5583967081883277,28.537790941934407,Ituri,Mambasa,Okapi Wildlife Reserve,94.36,0.9436,-2.65,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,F-2014-3,2014,94.36,Moderate,Primary Forest,1462.57,4,6.67
2014,1.630803201039451,28.511375115629864,Ituri,Mambasa,Okapi Wildlife Reserve,163.16,1.6316,2.76,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.98,2026-05-15,F-2014-4,2014,163.16,Moderate,Primary Forest,2528.96,3,13.72
2014,1.7255557652622966,28.678981804935734,Ituri,Mambasa,Okapi Wildlife Reserve,135.54,1.3554,9.78,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2014-5,2014,135.54,High,Savannah,2100.84,4,1.61
2015,1.583991612450612,28.57913687609643,Ituri,Mambasa,Okapi Wildlife Reserve,206.08,2.0608,-3.96,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,F-2015-0,2015,206.08,Low,Degraded Forest,3194.18,4,14.95
2015,1.583760359002045,28.6369510059235,Ituri,Mambasa,Okapi Wildlife Reserve,121.98,1.2198,-6.94,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,F-2015-1,2015,121.98,Low,Primary Forest,1890.75,1,4.8
2016,1.6608952783287398,28.603354045223178,Ituri,Mambasa,Okapi Wildlife Reserve,211.83,2.1183,6.03,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,F-2016-0,2016,211.83,High,Savannah,3283.37,4,6.59
2016,1.6644413957860573,28.585749921920783,Ituri,Mambasa,Okapi Wildlife Reserve,95.64,0.9564,8.83,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,F-2016-1,2016,95.64,High,Primary Forest,1482.4,4,7.3
2016,1.7278943698540024,28.679807564175096,Ituri,Epulu,Okapi Wildlife Reserve,193.54,1.9354,4.81,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,F-2016-2,2016,193.54,High,Degraded Forest,2999.92,1,8.59
2016,1.6181615432977394,28.616545080223393,Ituri,Epulu,Okapi Wildlife Reserve,168.3,1.683,9.24,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,F-2016-3,2016,168.3,Low,Primary Forest,2608.6,5,10.1
2016,1.5971274176636334,28.599452658982774,Ituri,Mambasa,Okapi Wildlife Reserve,218.29,2.1829,-5.41,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,F-2016-4,2016,218.29,Moderate,Savannah,3383.49,4,1.96
2016,1.5398244913856174,28.58380060377573,Ituri,Wamba,Okapi Wildlife Reserve,151.8,1.518,-2.02,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2016-5,2016,151.8,High,Savannah,2352.88,2,14.21
2016,1.5671049550166634,28.676606952598494,Ituri,Epulu,Okapi Wildlife Reserve,147.8,1.478,-6.22,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,F-2016-6,2016,147.8,High,Savannah,2290.96,1,1.83
2016,1.6175344519283337,28.514850753118424,Ituri,Mambasa,Okapi Wildlife Reserve,93.45,0.9345,3.95,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2016-7,2016,93.45,Moderate,Degraded Forest,1448.4,4,5.42
2017,1.6162948136254103,28.63086398239169,Ituri,Mambasa,Okapi Wildlife Reserve,244.61,2.4461,1.34,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2017-0,2017,244.61,Moderate,Degraded Forest,3791.49,1,5.22
2017,1.65104470066598,28.630313539071622,Ituri,Mambasa,Okapi Wildlife Reserve,54.32,0.5432,-4.49,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,F-2017-1,2017,54.32,High,Degraded Forest,841.9,2,13.65
2017,1.612495999246108,28.584888396923073,Ituri,Wamba,Okapi Wildlife Reserve,65.46,0.6546,2.66,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,F-2017-2,2017,65.46,High,Degraded Forest,1014.67,5,2.51
2017,1.726748243538637,28.57836190713413,Ituri,Epulu,Okapi Wildlife Reserve,89.46,0.8946,0.58,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2017-3,2017,89.46,Low,Degraded Forest,1386.61,3,7.96
2017,1.6855217980449286,28.503646192894617,Ituri,Mambasa,Okapi Wildlife Reserve,182.65,1.8265,-9.71,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,F-2017-4,2017,182.65,High,Savannah,2831.08,1,1.88
2017,1.6424982231399412,28.591816481896235,Ituri,Epulu,Okapi Wildlife Reserve,64.91,0.6491,-4.62,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,F-2017-5,2017,64.91,High,Degraded Forest,1006.04,2,4.23
2018,1.661026281966527,28.650347283270523,Ituri,Epulu,Okapi Wildlife Reserve,131.78,1.3178,-7.93,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,F-2018-0,2018,131.78,High,Degraded Forest,2042.52,1,9.13
2018,1.5749774046992593,28.571549805703178,Ituri,Wamba,Okapi Wildlife Reserve,219.88,2.1988,3.0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,F-2018-1,2018,219.88,High,Primary Forest,3408.15,3,13.39
2018,1.710290104913819,28.586866042596938,Ituri,Wamba,Okapi Wildlife Reserve,210.44,2.1044,8.81,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2018-2,2018,210.44,High,Primary Forest,3261.85,4,6.78
2018,1.535083409247724,28.55207202674926,Ituri,Mambasa,Okapi Wildlife Reserve,84.98,0.8498,1.95,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,F-2018-3,2018,84.98,Low,Savannah,1317.19,1,12.25
