mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed
SITE-2005-003,CAMI-5861,PE (Exploitation),Gold,Banro Corporation,Artisanal,2005,19.4,16.58,1.94,4145.71,18.24,Medium,3.39,0.26,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2005-004,CAMI-2589,ZEA (Artisanal Zone),Gold,Banro Corporation,Industrial,2005,13.68,11.23,1.37,2806.41,12.35,Medium,0.6,19.41,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2006-000,CAMI-9710,PE (Exploitation),Diamond,Banro Corporation,Artisanal,2006,17.26,14.82,1.73,3705.39,16.3,High,4.07,12.03,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
CONC-2006-001,CAMI-9889,PE (Exploitation),Copper,Kibali Goldmines,Industrial,2006,17.19,14.69,1.72,3672.49,16.16,Medium,4.31,4.88,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
CONC-2006-002,CAMI-4144,PR (Exploration),Diamond,Artisanal Cooperatives,Industrial,2006,8.91,7.38,0.89,1844.68,8.12,High,4.58,14.23,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
SITE-2006-003,CAMI-8308,ZEA (Artisanal Zone),Copper,Banro Corporation,Artisanal,2006,16.86,15.28,1.69,3820.49,16.81,Critical,0.34,7.64,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2006-004,CAMI-1478,ZEA (Artisanal Zone),Tin,Alphamin Bisie Mining,Industrial,2006,17.53,16.6,1.75,4149.69,18.26,Critical,3.02,15.11,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2007-000,CAMI-6336,PR (Exploration),Diamond,Kibali Goldmines,Industrial,2007,13.3,12.3,1.33,3074.55,13.53,Critical,2.4,14.6,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2007-001,CAMI-9186,PR (Exploration),Tantalum,Artisanal Cooperatives,Industrial,2007,10.08,7.47,1.01,1866.27,8.21,Critical,4.41,5.15,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
SITE-2007-002,CAMI-2364,PR (Exploration),Gold,Artisanal Cooperatives,Artisanal,2007,17.74,13.44,1.77,3360.87,14.79,Critical,2.82,12.53,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
SITE-2007-003,CAMI-8423,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Artisanal,2007,24.94,20.9,2.49,5224.84,22.99,Medium,4.84,13.39,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
SITE-2007-004,CAMI-1773,PR (Exploration),Diamond,Banro Corporation,Artisanal,2007,24.58,19.15,2.46,4788.43,21.07,Critical,0.94,3.96,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2007-005,CAMI-1628,PR (Exploration),Tin,Independent Miners,Artisanal,2007,20.55,16.93,2.06,4232.17,18.62,High,4.58,14.9,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2007-006,CAMI-2210,PR (Exploration),Tin,Independent Miners,Industrial,2007,15.15,11.41,1.51,2852.81,12.55,High,3.21,0.24,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
CONC-2008-000,CAMI-8204,PE (Exploitation),Copper,Independent Miners,Industrial,2008,9.94,7.09,0.99,1772.01,7.8,Medium,1.9,12.95,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
SITE-2008-001,CAMI-7952,PE (Exploitation),Tungsten,Independent Miners,Artisanal,2008,19.47,13.76,1.95,3439.72,15.13,Critical,1.67,6.11,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2008-002,CAMI-5072,ZEA (Artisanal Zone),Tantalum,Artisanal Cooperatives,Artisanal,2008,23.85,18.84,2.39,4710.04,20.72,Medium,2.24,11.5,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2008-003,CAMI-7848,ZEA (Artisanal Zone),Copper,Banro Corporation,Industrial,2008,10.17,7.99,1.02,1998.17,8.79,Critical,0.7,10.75,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2008-004,CAMI-7951,PR (Exploration),Diamond,Artisanal Cooperatives,Industrial,2008,18.02,13.46,1.8,3365.77,14.81,High,4.52,17.65,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2008-005,CAMI-5157,PR (Exploration),Tungsten,Banro Corporation,Industrial,2008,9.51,8.46,0.95,2113.86,9.3,Critical,0.54,6.61,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2008-006,CAMI-2196,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Artisanal,2008,21.4,19.4,2.14,4849.67,21.34,Critical,0.56,2.77,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2008-007,CAMI-2401,PR (Exploration),Tin,Independent Miners,Artisanal,2008,24.99,22.48,2.5,5619.37,24.73,High,3.91,11.88,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
SITE-2009-000,CAMI-8794,PE (Exploitation),Tantalum,Kibali Goldmines,Artisanal,2009,18.66,14.52,1.87,3629.31,15.97,Critical,3.82,19.93,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2009-001,CAMI-3667,PE (Exploitation),Copper,Independent Miners,Artisanal,2009,19.33,17.53,1.93,4382.43,19.28,High,1.17,17.16,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2009-002,CAMI-5788,PE (Exploitation),Tungsten,Kibali Goldmines,Artisanal,2009,25.28,18.5,2.53,4625.46,20.35,High,2.53,7.0,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2009-003,CAMI-2889,PE (Exploitation),Tantalum,Independent Miners,Industrial,2009,10.05,7.35,1.0,1836.56,8.08,High,2.41,15.36,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2009-004,CAMI-9707,ZEA (Artisanal Zone),Tin,Kibali Goldmines,Industrial,2009,15.96,14.76,1.6,3689.16,16.23,Medium,4.68,13.71,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
CONC-2009-005,CAMI-3179,ZEA (Artisanal Zone),Copper,Kibali Goldmines,Industrial,2009,16.57,12.13,1.66,3031.53,13.34,High,0.18,5.68,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
CONC-2010-000,CAMI-7420,PE (Exploitation),Tantalum,Independent Miners,Industrial,2010,10.89,9.56,1.09,2389.31,10.51,High,1.88,19.9,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2010-001,CAMI-2335,PR (Exploration),Diamond,Kibali Goldmines,Industrial,2010,15.9,12.71,1.59,3176.8,13.98,High,4.73,2.77,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2010-002,CAMI-3946,ZEA (Artisanal Zone),Diamond,Kibali Goldmines,Industrial,2010,18.17,16.22,1.82,4054.72,17.84,High,2.41,11.64,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
SITE-2010-003,CAMI-7921,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Artisanal,2010,23.27,19.26,2.33,4815.57,21.19,Medium,3.17,2.77,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2010-004,CAMI-3541,PE (Exploitation),Diamond,Artisanal Cooperatives,Artisanal,2010,28.81,22.05,2.88,5512.12,24.25,Critical,3.13,9.6,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
CONC-2010-005,CAMI-3437,ZEA (Artisanal Zone),Copper,Artisanal Cooperatives,Industrial,2010,13.91,12.66,1.39,3165.65,13.93,Medium,1.23,10.37,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2010-006,CAMI-8289,PE (Exploitation),Copper,Artisanal Cooperatives,Artisanal,2010,29.65,24.93,2.97,6231.28,27.42,Medium,0.31,5.82,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
CONC-2011-000,CAMI-7124,PR (Exploration),Gold,Artisanal Cooperatives,Industrial,2011,18.01,14.02,1.8,3504.76,15.42,Medium,4.17,2.58,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2011-001,CAMI-5165,PE (Exploitation),Tantalum,Artisanal Cooperatives,Industrial,2011,15.66,13.15,1.57,3287.08,14.46,High,1.51,8.67,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
CONC-2011-002,CAMI-2108,ZEA (Artisanal Zone),Tungsten,Independent Miners,Industrial,2011,17.94,14.69,1.79,3672.53,16.16,Medium,0.38,8.86,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
CONC-2011-003,CAMI-1126,PE (Exploitation),Tungsten,Kibali Goldmines,Industrial,2011,14.7,10.83,1.47,2708.03,11.92,High,0.54,9.31,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
SITE-2011-004,CAMI-7548,PE (Exploitation),Gold,Banro Corporation,Artisanal,2011,28.98,21.32,2.9,5329.67,23.45,High,1.08,6.62,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
SITE-2011-005,CAMI-3794,PR (Exploration),Tantalum,Artisanal Cooperatives,Artisanal,2011,23.63,20.34,2.36,5083.79,22.37,High,3.44,3.45,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
SITE-2011-006,CAMI-3974,PR (Exploration),Tantalum,Independent Miners,Artisanal,2011,25.05,21.19,2.51,5298.09,23.31,Medium,3.83,15.29,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15
CONC-2012-000,CAMI-5084,PR (Exploration),Tantalum,Independent Miners,Industrial,2012,15.74,11.66,1.57,2915.25,12.83,High,2.37,18.22,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2012-001,CAMI-6268,PE (Exploitation),Tantalum,Kibali Goldmines,Artisanal,2012,30.56,26.65,3.06,6663.71,29.32,High,0.67,12.58,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
