mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed
CONC-2001-002,CAMI-4517,PE (Exploitation),Tantalum,Banro Corporation,Industrial,2001,14.73,12.6,1.47,3150.64,13.86,Critical,3.11,7.21,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2001-003,CAMI-4174,PR (Exploration),Diamond,Kibali Goldmines,Artisanal,2001,8.4,7.87,0.84,1966.9,8.65,Medium,4.81,17.16,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
SITE-2001-004,CAMI-3529,ZEA (Artisanal Zone),Tin,Banro Corporation,Artisanal,2001,8.52,7.9,0.85,1974.38,8.69,Medium,1.38,6.09,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2001-005,CAMI-6376,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Artisanal,2001,12.58,10.26,1.26,2565.15,11.29,Medium,0.86,17.88,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2001-006,CAMI-3624,PE (Exploitation),Tin,Independent Miners,Industrial,2001,14.82,11.81,1.48,2952.46,12.99,Medium,2.2,2.12,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2002-000,CAMI-9985,ZEA (Artisanal Zone),Tungsten,Kibali Goldmines,Artisanal,2002,8.37,7.79,0.84,1946.26,8.56,High,3.18,5.52,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
SITE-2002-001,CAMI-5117,ZEA (Artisanal Zone),Copper,Artisanal Cooperatives,Artisanal,2002,17.24,13.96,1.72,3489.42,15.35,High,3.86,3.03,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
CONC-2002-002,CAMI-3903,PR (Exploration),Tungsten,Artisanal Cooperatives,Industrial,2002,15.44,14.11,1.54,3527.9,15.52,Critical,4.26,18.55,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2002-003,CAMI-7508,PE (Exploitation),Tin,Independent Miners,Industrial,2002,6.78,5.61,0.68,1403.24,6.17,Medium,4.69,16.97,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
CONC-2002-004,CAMI-2745,ZEA (Artisanal Zone),Tin,Banro Corporation,Industrial,2002,14.77,13.74,1.48,3435.83,15.12,Medium,4.49,13.62,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
SITE-2003-000,CAMI-3039,PE (Exploitation),Tantalum,Independent Miners,Artisanal,2003,10.94,9.74,1.09,2434.67,10.71,High,1.59,3.07,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2003-001,CAMI-5954,ZEA (Artisanal Zone),Copper,Independent Miners,Artisanal,2003,18.08,12.87,1.81,3217.95,14.16,Medium,1.43,10.43,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
SITE-2003-002,CAMI-6334,PR (Exploration),Tantalum,Independent Miners,Artisanal,2003,14.16,11.55,1.42,2886.75,12.7,Medium,1.99,6.39,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
CONC-2004-000,CAMI-7756,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Industrial,2004,11.18,9.08,1.12,2268.96,9.98,High,1.31,10.77,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2004-001,CAMI-4504,ZEA (Artisanal Zone),Diamond,Alphamin Bisie Mining,Industrial,2004,11.11,9.01,1.11,2253.11,9.91,Medium,2.7,17.06,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
SITE-2004-002,CAMI-1565,PR (Exploration),Tungsten,Banro Corporation,Artisanal,2004,13.31,10.19,1.33,2547.25,11.21,High,1.93,4.26,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2005-000,CAMI-4582,ZEA (Artisanal Zone),Tungsten,Kibali Goldmines,Industrial,2005,12.86,9.45,1.29,2363.57,10.4,Medium,4.2,9.33,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2005-001,CAMI-8109,PR (Exploration),Tungsten,Independent Miners,Artisanal,2005,12.95,10.65,1.3,2662.09,11.71,High,3.7,19.06,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2005-002,CAMI-1516,PR (Exploration),Copper,Banro Corporation,Industrial,2005,13.83,11.37,1.38,2843.6,12.51,Critical,2.37,0.3,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2006-000,CAMI-2320,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Industrial,2006,15.66,13.86,1.57,3464.63,15.24,High,3.39,15.09,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
SITE-2006-001,CAMI-9723,ZEA (Artisanal Zone),Tin,Artisanal Cooperatives,Artisanal,2006,23.9,18.96,2.39,4740.36,20.86,Critical,2.67,19.13,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
SITE-2006-002,CAMI-8253,PE (Exploitation),Gold,Independent Miners,Artisanal,2006,15.24,13.61,1.52,3403.59,14.98,High,4.51,11.31,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2006-003,CAMI-4726,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Artisanal,2006,22.88,20.84,2.29,5208.79,22.92,Critical,2.62,19.33,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2006-004,CAMI-8426,ZEA (Artisanal Zone),Diamond,Banro Corporation,Industrial,2006,15.79,12.64,1.58,3159.17,13.9,Medium,1.19,4.76,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2006-005,CAMI-6562,ZEA (Artisanal Zone),Copper,Independent Miners,Artisanal,2006,21.57,20.4,2.16,5099.78,22.44,High,0.13,19.3,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
SITE-2007-000,CAMI-4320,PE (Exploitation),Tin,Kibali Goldmines,Artisanal,2007,23.84,18.66,2.38,4665.53,20.53,Critical,0.72,11.19,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
SITE-2007-001,CAMI-2937,ZEA (Artisanal Zone),Gold,Independent Miners,Artisanal,2007,19.37,16.63,1.94,4156.88,18.29,High,1.0,15.85,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2007-002,CAMI-1914,PR (Exploration),Gold,Independent Miners,Industrial,2007,10.37,7.29,1.04,1822.91,8.02,Critical,1.43,7.4,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2007-003,CAMI-8308,ZEA (Artisanal Zone),Diamond,Kibali Goldmines,Industrial,2007,18.29,13.18,1.83,3296.07,14.5,High,1.33,12.04,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
CONC-2007-004,CAMI-9503,ZEA (Artisanal Zone),Tantalum,Independent Miners,Industrial,2007,8.8,7.65,0.88,1913.17,8.42,Critical,3.55,2.76,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
SITE-2007-005,CAMI-8637,PE (Exploitation),Tantalum,Alphamin Bisie Mining,Artisanal,2007,21.33,15.28,2.13,3820.64,16.81,High,2.19,12.34,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2008-000,CAMI-2768,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Industrial,2008,15.02,14.09,1.5,3523.37,15.5,Medium,0.89,13.7,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2008-001,CAMI-8979,PE (Exploitation),Tungsten,Artisanal Cooperatives,Artisanal,2008,20.57,16.67,2.06,4168.41,18.34,High,1.71,18.14,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
SITE-2008-002,CAMI-2938,PE (Exploitation),Tantalum,Independent Miners,Artisanal,2008,21.51,17.31,2.15,4327.38,19.04,High,0.98,2.24,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2008-003,CAMI-5300,PR (Exploration),Tin,Alphamin Bisie Mining,Industrial,2008,18.5,16.88,1.85,4219.18,18.56,High,4.33,3.26,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
SITE-2008-004,CAMI-1937,PE (Exploitation),Tungsten,Kibali Goldmines,Artisanal,2008,21.25,19.72,2.12,4930.42,21.69,Critical,3.3,17.22,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2009-000,CAMI-7695,PR (Exploration),Copper,Banro Corporation,Industrial,2009,11.29,8.02,1.13,2005.13,8.82,Medium,2.11,18.78,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
CONC-2009-001,CAMI-2857,PR (Exploration),Diamond,Artisanal Cooperatives,Industrial,2009,11.68,10.05,1.17,2512.53,11.06,Critical,3.19,19.42,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
CONC-2009-002,CAMI-8202,ZEA (Artisanal Zone),Gold,Alphamin Bisie Mining,Industrial,2009,19.3,17.96,1.93,4489.63,19.75,Medium,1.36,19.83,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
SITE-2010-000,CAMI-7357,ZEA (Artisanal Zone),Tungsten,Artisanal Cooperatives,Artisanal,2010,21.5,19.25,2.15,4812.41,21.17,High,4.98,7.76,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
CONC-2010-001,CAMI-6545,PR (Exploration),Gold,Artisanal Cooperatives,Industrial,2010,15.13,10.7,1.51,2675.36,11.77,Medium,2.5,15.3,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2010-002,CAMI-1750,PE (Exploitation),Gold,Banro Corporation,Artisanal,2010,25.75,21.32,2.57,5330.61,23.45,High,1.18,19.41,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15
CONC-2010-003,CAMI-6451,PE (Exploitation),Gold,Alphamin Bisie Mining,Industrial,2010,12.22,10.83,1.22,2708.36,11.92,Critical,1.53,6.32,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2010-004,CAMI-1168,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Artisanal,2010,21.0,15.91,2.1,3978.62,17.51,High,1.49,8.64,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2011-000,CAMI-5437,PE (Exploitation),Diamond,Artisanal Cooperatives,Artisanal,2011,30.8,28.6,3.08,7151.1,31.46,High,4.58,18.21,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2011-001,CAMI-8613,PR (Exploration),Diamond,Independent Miners,Artisanal,2011,29.42,21.34,2.94,5335.21,23.47,Medium,1.82,15.62,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2011-002,CAMI-5929,ZEA (Artisanal Zone),Copper,Banro Corporation,Artisanal,2011,26.89,21.48,2.69,5369.5,23.63,Medium,3.35,16.6,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2011-003,CAMI-8497,PR (Exploration),Copper,Banro Corporation,Artisanal,2011,29.07,26.17,2.91,6543.14,28.79,Critical,2.08,9.92,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
CONC-2011-004,CAMI-7521,ZEA (Artisanal Zone),Tantalum,Artisanal Cooperatives,Industrial,2011,15.39,12.75,1.54,3186.53,14.02,High,2.81,6.59,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2011-005,CAMI-2672,ZEA (Artisanal Zone),Tungsten,Independent Miners,Artisanal,2011,26.03,20.85,2.6,5212.51,22.94,High,0.77,4.03,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
CONC-2011-006,CAMI-9747,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Industrial,2011,13.08,11.68,1.31,2920.61,12.85,High,0.83,16.56,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15
SITE-2012-000,CAMI-3201,PE (Exploitation),Tin,Alphamin Bisie Mining,Artisanal,2012,30.73,27.07,3.07,6767.6,29.78,High,4.96,13.76,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2012-001,CAMI-2674,ZEA (Artisanal Zone),Tungsten,Banro Corporation,Industrial,2012,19.77,16.43,1.98,4106.89,18.07,Medium,0.7,14.73,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2012-002,CAMI-7381,ZEA (Artisanal Zone),Tantalum,Independent Miners,Industrial,2012,20.21,15.56,2.02,3889.29,17.11,Critical,3.07,6.9,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2012-003,CAMI-6274,PR (Exploration),Tantalum,Banro Corporation,Industrial,2012,11.91,9.96,1.19,2490.71,10.96,High,1.03,2.5,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2012-004,CAMI-9980,PR (Exploration),Tantalum,Alphamin Bisie Mining,Industrial,2012,11.46,9.7,1.15,2424.84,10.67,Medium,2.16,3.49,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2013-000,CAMI-7710,PE (Exploitation),Diamond,Independent Miners,Industrial,2013,13.42,11.31,1.34,2828.17,12.44,High,2.05,6.75,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2013-001,CAMI-7689,PE (Exploitation),Tin,Kibali Goldmines,Industrial,2013,12.87,10.13,1.29,2533.28,11.15,Medium,1.11,15.91,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15
CONC-2013-002,CAMI-7025,PE (Exploitation),Diamond,Banro Corporation,Industrial,2013,14.12,10.39,1.41,2597.52,11.43,Critical,4.99,3.83,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
SITE-2013-003,CAMI-4620,PR (Exploration),Tin,Independent Miners,Artisanal,2013,33.38,31.33,3.34,7833.31,34.47,Medium,1.97,2.02,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
SITE-2013-004,CAMI-5559,PE (Exploitation),Diamond,Alphamin Bisie Mining,Artisanal,2013,25.04,18.13,2.5,4533.37,19.95,High,3.44,5.48,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2014-000,CAMI-1676,PE (Exploitation),Tantalum,Banro Corporation,Industrial,2014,21.07,17.27,2.11,4316.53,18.99,High,4.19,1.98,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2014-001,CAMI-6368,ZEA (Artisanal Zone),Gold,Independent Miners,Artisanal,2014,29.17,23.76,2.92,5939.27,26.13,High,3.14,10.89,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
SITE-2014-002,CAMI-6707,PR (Exploration),Tantalum,Alphamin Bisie Mining,Artisanal,2014,28.24,22.9,2.82,5725.92,25.19,High,0.56,1.11,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2014-003,CAMI-6827,PE (Exploitation),Gold,Alphamin Bisie Mining,Industrial,2014,21.66,17.42,2.17,4356.14,19.17,Medium,4.75,8.53,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
CONC-2014-004,CAMI-6275,PE (Exploitation),Tungsten,Banro Corporation,Industrial,2014,18.9,16.51,1.89,4127.26,18.16,Critical,2.62,9.25,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2014-005,CAMI-2014,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Industrial,2014,13.34,12.46,1.33,3115.45,13.71,Critical,1.45,15.64,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
