year,latitude,longitude,province,territory,zone_name,area_ha,area_km2,percent_change,source_dataset,analysis_method,confidence_level,date_processed,mining_site_id,mining_type,year_detected,mining_area_ha,forest_loss_due_to_mining_ha,distance_to_road_km,river_proximity_km,inside_protected_area,biodiversity_risk_level
2004,1.66989510799545,28.651333471420234,Ituri,Mambasa,Okapi Wildlife Reserve,9.14,0.0914,6.68,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,M-2004-0,Semi-Industrial,2004,9.14,8.22,12.32,2.45,False,High
2005,1.6026282681078676,28.654057354813947,Ituri,Wamba,Okapi Wildlife Reserve,16.46,0.1646,6.91,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,M-2005-0,Semi-Industrial,2005,16.46,14.82,9.0,1.93,False,Medium
2005,1.6199644044570778,28.511273680156695,Ituri,Wamba,Okapi Wildlife Reserve,15.56,0.1556,4.62,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,M-2005-1,Artisanal,2005,15.56,14.0,19.02,3.77,True,High
2005,1.7112663591366228,28.65971162054908,Ituri,Epulu,Okapi Wildlife Reserve,11.08,0.1108,7.2,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,M-2005-2,Semi-Industrial,2005,11.08,9.98,16.35,2.28,False,Medium
2005,1.6664016698264326,28.617993919853213,Ituri,Wamba,Okapi Wildlife Reserve,12.45,0.1245,2.58,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,M-2005-3,Artisanal,2005,12.45,11.21,6.67,4.62,False,High
2005,1.6747266329272512,28.57014246376884,Ituri,Epulu,Okapi Wildlife Reserve,15.27,0.1527,7.36,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,M-2005-4,Semi-Industrial,2005,15.27,13.75,6.34,2.17,False,High
2006,1.5638562892714645,28.59244487266821,Ituri,Epulu,Okapi Wildlife Reserve,11.69,0.1169,7.76,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,M-2006-0,Artisanal,2006,11.69,10.53,5.25,3.34,True,Medium
2006,1.5699247685717501,28.661634921810045,Ituri,Epulu,Okapi Wildlife Reserve,13.14,0.1314,4.94,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,M-2006-1,Semi-Industrial,2006,13.14,11.82,13.81,1.77,False,High
2006,1.6538250183045067,28.606228870786857,Ituri,Wamba,Okapi Wildlife Reserve,11.94,0.1194,2.62,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,M-2006-2,Artisanal,2006,11.94,10.75,4.62,2.48,False,High
2006,1.6147681420678053,28.670167596998482,Ituri,Mambasa,Okapi Wildlife Reserve,12.56,0.1256,3.78,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,M-2006-3,Semi-Industrial,2006,12.56,11.31,16.75,3.62,False,Medium
2006,1.7294089732057758,28.6062290740577,Ituri,Epulu,Okapi Wildlife Reserve,16.41,0.1641,2.63,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,M-2006-4,Semi-Industrial,2006,16.41,14.77,10.52,3.64,False,Medium
2007,1.682633120330903,28.501300217593254,Ituri,Mambasa,Okapi Wildlife Reserve,12.97,0.1297,2.48,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,M-2007-0,Semi-Industrial,2007,12.97,11.67,10.71,4.59,True,High
2008,1.655189174980689,28.591856236673515,Ituri,Wamba,Okapi Wildlife Reserve,9.79,0.0979,4.31,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,M-2008-0,Artisanal,2008,9.79,8.81,11.54,2.98,True,High
2008,1.5737803092148543,28.62802327707961,Ituri,Wamba,Okapi Wildlife Reserve,17.97,0.1797,4.85,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,M-2008-1,Artisanal,2008,17.97,16.18,13.95,1.8,False,High
2008,1.6907208110750296,28.534202289641424,Ituri,Epulu,Okapi Wildlife Reserve,9.53,0.0953,6.31,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,M-2008-2,Semi-Industrial,2008,9.53,8.58,16.94,4.65,True,Medium
2008,1.6798495323601073,28.62106574585576,Ituri,Epulu,Okapi Wildlife Reserve,10.16,0.1016,3.69,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,M-2008-3,Semi-Industrial,2008,10.16,9.15,19.97,1.02,False,High
2009,1.706851391870373,28.531079974682687,Ituri,Mambasa,Okapi Wildlife Reserve,16.13,0.1613,5.1,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,M-2009-0,Artisanal,2009,16.13,14.51,6.83,1.34,False,Medium
2010,1.6122335193067736,28.583223911270572,Ituri,Mambasa,Okapi Wildlife Reserve,18.28,0.1828,6.45,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,M-2010-0,Artisanal,2010,18.28,16.45,18.13,4.25,False,Medium
2010,1.592939444962448,28.561011227139737,Ituri,Wamba,Okapi Wildlife Reserve,15.58,0.1558,7.16,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,M-2010-1,Artisanal,2010,15.58,14.02,4.12,0.55,False,Medium
2010,1.6009761602482706,28.57026078010866,Ituri,Epulu,Okapi Wildlife Reserve,13.55,0.1355,4.6,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,M-2010-2,Artisanal,2010,13.55,12.2,11.05,3.36,False,High
2010,1.5527945312779325,28.664244255363943,Ituri,Wamba,Okapi Wildlife Reserve,16.07,0.1607,5.6,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,M-2010-3,Semi-Industrial,2010,16.07,14.46,5.2,4.18,True,High
2011,1.6330045588332678,28.57672600495076,Ituri,Wamba,Okapi Wildlife Reserve,16.76,0.1676,4.3,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,M-2011-0,Semi-Industrial,2011,16.76,15.09,14.54,4.75,True,High
2011,1.7244231542598456,28.643337693040447,Ituri,Mambasa,Okapi Wildlife Reserve,12.95,0.1295,6.19,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.98,2026-05-15,M-2011-1,Semi-Industrial,2011,12.95,11.66,14.51,3.97,False,High
2012,1.7256213765048163,28.582672835320803,Ituri,Mambasa,Okapi Wildlife Reserve,20.25,0.2025,2.79,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.85,2026-05-15,M-2012-0,Artisanal,2012,20.25,18.23,6.46,3.34,False,Medium
2012,1.7134532972329444,28.667427776327703,Ituri,Wamba,Okapi Wildlife Reserve,16.12,0.1612,5.43,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,M-2012-1,Artisanal,2012,16.12,14.51,5.76,0.59,True,Medium
2012,1.7040556870505714,28.623788263559653,Ituri,Epulu,Okapi Wildlife Reserve,14.43,0.1443,5.35,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,M-2012-2,Semi-Industrial,2012,14.43,12.99,16.63,0.31,False,High
2012,1.6016939062573463,28.528727294269267,Ituri,Wamba,Okapi Wildlife Reserve,16.88,0.1688,5.48,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.85,2026-05-15,M-2012-3,Semi-Industrial,2012,16.88,15.19,5.12,3.41,True,High
2013,1.683222348851051,28.58824665275629,Ituri,Wamba,Okapi Wildlife Reserve,14.39,0.1439,6.58,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,M-2013-0,Artisanal,2013,14.39,12.95,9.79,3.44,False,Medium
2013,1.5565868485842052,28.520140789751142,Ituri,Epulu,Okapi Wildlife Reserve,13.58,0.1358,2.37,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,M-2013-1,Artisanal,2013,13.58,12.22,10.7,0.78,False,Medium
2013,1.6580776722429054,28.545139220063493,Ituri,Epulu,Okapi Wildlife Reserve,16.78,0.1678,7.49,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,M-2013-2,Artisanal,2013,16.78,15.1,13.4,2.81,False,High
2013,1.7069676612881741,28.65280158322883,Ituri,Mambasa,Okapi Wildlife Reserve,11.63,0.1163,3.53,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,M-2013-3,Semi-Industrial,2013,11.63,10.47,8.5,1.58,False,High
2014,1.6619094637085856,28.53186956539654,Ituri,Wamba,Okapi Wildlife Reserve,15.21,0.1521,2.53,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,M-2014-0,Artisanal,2014,15.21,13.69,1.92,1.33,False,Medium
2014,1.6563121437260462,28.671911515833237,Ituri,Epulu,Okapi Wildlife Reserve,15.25,0.1525,3.37,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,M-2014-1,Semi-Industrial,2014,15.25,13.73,0.93,0.3,True,Medium
2014,1.6467565444183738,28.586883887254846,Ituri,Mambasa,Okapi Wildlife Reserve,16.26,0.1626,7.81,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,M-2014-2,Semi-Industrial,2014,16.26,14.63,3.92,1.73,True,Medium
2015,1.7144388081787008,28.554392383166437,Ituri,Epulu,Okapi Wildlife Reserve,14.83,0.1483,6.95,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,M-2015-0,Semi-Industrial,2015,14.83,13.35,13.43,3.83,False,Medium
2015,1.5632395237843884,28.494871082282774,Ituri,Epulu,Okapi Wildlife Reserve,21.58,0.2158,4.98,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,M-2015-1,Artisanal,2015,21.58,19.42,6.06,1.0,True,High
2015,1.6064729385532044,28.632218247643472,Ituri,Epulu,Okapi Wildlife Reserve,22.31,0.2231,7.45,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,M-2015-2,Semi-Industrial,2015,22.31,20.08,13.04,1.32,False,Medium
2016,1.7240707008863367,28.646057551690173,Ituri,Epulu,Okapi Wildlife Reserve,18.38,0.1838,7.35,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,M-2016-0,Artisanal,2016,18.38,16.54,7.0,3.57,False,Medium
2016,1.6457026943293118,28.48685844523946,Ituri,Epulu,Okapi Wildlife Reserve,13.69,0.1369,6.94,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,M-2016-1,Artisanal,2016,13.69,12.33,4.33,4.73,False,Medium
2016,1.58155138552755,28.50223879788762,Ituri,Mambasa,Okapi Wildlife Reserve,13.48,0.1348,7.79,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,M-2016-2,Artisanal,2016,13.48,12.13,5.0,0.81,True,High
2017,1.602200889191945,28.5157401979637,Ituri,Wamba,Okapi Wildlife Reserve,23.38,0.2338,3.83,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,M-2017-0,Semi-Industrial,2017,23.38,21.04,9.36,1.78,False,Medium
2018,1.6383082401550517,28.502567234975764,Ituri,Wamba,Okapi Wildlife Reserve,21.5,0.215,6.08,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,M-2018-0,Semi-Industrial,2018,21.5,19.35,17.2,3.04,False,High
2018,1.5564811790289872,28.530939996764342,Ituri,Epulu,Okapi Wildlife Reserve,18.6,0.186,2.76,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,M-2018-1,Semi-Industrial,2018,18.6,16.74,4.37,1.75,False,High
2018,1.7332913154319947,28.659748303560963,Ituri,Wamba,Okapi Wildlife Reserve,22.55,0.2255,4.94,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,M-2018-2,Semi-Industrial,2018,22.55,20.29,2.87,4.63,False,High
2018,1.7258624541865393,28.511528518749696,Ituri,Mambasa,Okapi Wildlife Reserve,22.21,0.2221,5.77,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,M-2018-3,Semi-Industrial,2018,22.21,19.99,11.26,3.77,False,High
2018,1.6200507793360097,28.48556976290496,Ituri,Wamba,Okapi Wildlife Reserve,19.67,0.1967,3.66,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,M-2018-4,Artisanal,2018,19.67,17.7,9.26,1.69,True,High
2019,1.6118855237979386,28.681856896246682,Ituri,Wamba,Okapi Wildlife Reserve,17.17,0.1717,5.39,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,M-2019-0,Semi-Industrial,2019,17.17,15.45,19.92,2.96,False,High
2019,1.661906803529511,28.624805709710657,Ituri,Wamba,Okapi Wildlife Reserve,16.26,0.1626,4.72,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,M-2019-1,Artisanal,2019,16.26,14.63,5.66,3.27,False,Medium
2019,1.7050444152487256,28.665146057118342,Ituri,Wamba,Okapi Wildlife Reserve,24.49,0.2449,6.27,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,M-2019-2,Artisanal,2019,24.49,22.04,11.97,4.04,True,High
2020,1.589120857718385,28.56548103394593,Ituri,Mambasa,Okapi Wildlife Reserve,17.88,0.1788,2.61,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,M-2020-0,Artisanal,2020,17.88,16.09,5.75,1.94,False,Medium
2020,1.695039059977385,28.510319296423084,Ituri,Mambasa,Okapi Wildlife Reserve,15.72,0.1572,2.76,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,M-2020-1,Artisanal,2020,15.72,14.15,12.09,2.2,True,Medium
2020,1.6008588237070875,28.498002730260858,Ituri,Wamba,Okapi Wildlife Reserve,20.01,0.2001,7.5,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,M-2020-2,Semi-Industrial,2020,20.01,18.01,2.38,1.24,False,Medium
2020,1.6408032891602617,28.497649197224803,Ituri,Mambasa,Okapi Wildlife Reserve,23.1,0.231,6.88,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.98,2026-05-15,M-2020-3,Semi-Industrial,2020,23.1,20.79,7.65,1.6,True,Medium
2021,1.6564269405193321,28.65058280968008,Ituri,Mambasa,Okapi Wildlife Reserve,22.97,0.2297,4.41,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,M-2021-0,Semi-Industrial,2021,22.97,20.67,6.97,4.08,False,High
2021,1.5665403435612835,28.54769133696132,Ituri,Epulu,Okapi Wildlife Reserve,24.58,0.2458,5.77,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,M-2021-1,Semi-Industrial,2021,24.58,22.12,18.04,4.47,False,Medium
2021,1.6748246423191937,28.579931982404165,Ituri,Epulu,Okapi Wildlife Reserve,23.87,0.2387,2.97,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,M-2021-2,Semi-Industrial,2021,23.87,21.48,13.49,1.8,True,High
2022,1.5681747051138035,28.65991581149674,Ituri,Epulu,Okapi Wildlife Reserve,16.83,0.1683,3.23,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,M-2022-0,Semi-Industrial,2022,16.83,15.15,8.27,2.34,False,Medium
2023,1.5443025928912544,28.63644397006336,Ituri,Wamba,Okapi Wildlife Reserve,18.52,0.1852,4.94,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,M-2023-0,Artisanal,2023,18.52,16.67,18.02,4.49,True,Medium
2024,1.6095697371721247,28.52240875233388,Ituri,Mambasa,Okapi Wildlife Reserve,21.99,0.2199,2.13,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.85,2026-05-15,M-2024-0,Artisanal,2024,21.99,19.79,19.1,0.52,True,Medium
2024,1.5623507507151,28.50586524221862,Ituri,Mambasa,Okapi Wildlife Reserve,17.8,0.178,2.69,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,M-2024-1,Artisanal,2024,17.8,16.02,19.59,1.18,True,Medium
2024,1.663900562126199,28.6696561347184,Ituri,Wamba,Okapi Wildlife Reserve,18.98,0.1898,2.46,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,M-2024-2,Artisanal,2024,18.98,17.08,9.45,4.06,False,High
2024,1.5814910950427477,28.637749046127325,Ituri,Wamba,Okapi Wildlife Reserve,17.56,0.1756,2.31,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,M-2024-3,Semi-Industrial,2024,17.56,15.8,19.89,2.02,True,High
2025,1.673738310885085,28.502508735603897,Ituri,Epulu,Okapi Wildlife Reserve,23.77,0.2377,4.6,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,M-2025-0,Artisanal,2025,23.77,21.39,6.64,4.24,False,Medium
2025,1.6122883917292836,28.65215374122749,Ituri,Wamba,Okapi Wildlife Reserve,21.2,0.212,7.98,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,M-2025-1,Artisanal,2025,21.2,19.08,17.11,1.01,True,High
2026,1.5664133845344224,28.5652522612528,Ituri,Epulu,Okapi Wildlife Reserve,18.86,0.1886,4.16,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,M-2026-0,Semi-Industrial,2026,18.86,16.97,8.35,0.67,False,High
2026,1.713695469888667,28.585862108033595,Ituri,Mambasa,Okapi Wildlife Reserve,22.36,0.2236,6.26,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,M-2026-1,Artisanal,2026,22.36,20.12,12.07,1.33,False,High
