mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed
CONC-2001-002,CAMI-6048,ZEA (Artisanal Zone),Tantalum,Independent Miners,Industrial,2001,10.46,7.96,1.05,1991.24,8.76,Critical,3.11,6.73,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
CONC-2001-003,CAMI-7621,ZEA (Artisanal Zone),Diamond,Artisanal Cooperatives,Industrial,2001,5.62,4.25,0.56,1062.42,4.67,Medium,0.2,14.61,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2001-004,CAMI-9790,PR (Exploration),Tin,Artisanal Cooperatives,Industrial,2001,7.89,6.54,0.79,1634.26,7.19,Critical,0.14,4.38,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
CONC-2001-005,CAMI-3935,PR (Exploration),Tin,Banro Corporation,Industrial,2001,15.09,11.69,1.51,2923.6,12.86,High,1.74,1.9,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
SITE-2001-006,CAMI-1084,PR (Exploration),Tantalum,Independent Miners,Artisanal,2001,14.19,12.83,1.42,3206.52,14.11,Medium,4.49,1.62,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
CONC-2002-000,CAMI-7170,ZEA (Artisanal Zone),Tin,Independent Miners,Industrial,2002,9.86,7.61,0.99,1901.32,8.37,Critical,1.67,7.87,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2002-001,CAMI-1938,PE (Exploitation),Tin,Kibali Goldmines,Industrial,2002,10.14,7.16,1.01,1789.63,7.87,Critical,3.78,18.08,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
SITE-2002-002,CAMI-9741,PE (Exploitation),Copper,Alphamin Bisie Mining,Artisanal,2002,13.32,9.73,1.33,2432.09,10.7,Medium,2.87,4.14,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
SITE-2002-003,CAMI-3996,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Artisanal,2002,8.72,6.93,0.87,1733.08,7.63,Critical,2.34,1.62,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2002-004,CAMI-2179,PR (Exploration),Gold,Banro Corporation,Industrial,2002,12.68,11.31,1.27,2826.36,12.44,Critical,4.08,16.51,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2003-000,CAMI-8924,ZEA (Artisanal Zone),Diamond,Alphamin Bisie Mining,Industrial,2003,15.92,11.29,1.59,2822.41,12.42,Medium,4.66,12.27,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2003-001,CAMI-3866,PE (Exploitation),Tungsten,Artisanal Cooperatives,Industrial,2003,7.93,5.73,0.79,1432.37,6.3,Medium,3.82,4.02,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
SITE-2003-002,CAMI-3141,PR (Exploration),Gold,Alphamin Bisie Mining,Artisanal,2003,10.14,8.56,1.01,2140.94,9.42,Medium,0.31,7.25,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2004-000,CAMI-4948,PR (Exploration),Copper,Kibali Goldmines,Artisanal,2004,15.66,11.42,1.57,2855.87,12.57,Medium,1.98,4.08,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
CONC-2004-001,CAMI-7061,PR (Exploration),Tin,Independent Miners,Industrial,2004,7.15,5.29,0.72,1322.6,5.82,Critical,1.36,9.23,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
CONC-2004-002,CAMI-2658,PE (Exploitation),Tantalum,Kibali Goldmines,Industrial,2004,13.49,10.9,1.35,2724.56,11.99,High,1.75,4.24,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
CONC-2004-003,CAMI-2441,PE (Exploitation),Diamond,Independent Miners,Industrial,2004,16.69,12.33,1.67,3081.53,13.56,Medium,2.63,14.77,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2004-004,CAMI-6262,PE (Exploitation),Diamond,Alphamin Bisie Mining,Artisanal,2004,15.46,13.29,1.55,3323.14,14.62,High,3.12,0.5,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2004-005,CAMI-6236,PE (Exploitation),Tin,Kibali Goldmines,Industrial,2004,8.15,6.02,0.81,1504.06,6.62,Critical,2.66,17.64,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2004-006,CAMI-5731,PR (Exploration),Tin,Alphamin Bisie Mining,Industrial,2004,15.71,12.67,1.57,3166.35,13.93,Medium,4.16,2.96,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15
SITE-2004-007,CAMI-6694,PE (Exploitation),Gold,Kibali Goldmines,Artisanal,2004,12.17,9.45,1.22,2362.18,10.39,Medium,3.79,2.06,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
SITE-2005-000,CAMI-9437,PE (Exploitation),Gold,Banro Corporation,Artisanal,2005,13.83,10.27,1.38,2568.47,11.3,High,0.49,9.12,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2005-001,CAMI-9468,PR (Exploration),Tungsten,Artisanal Cooperatives,Industrial,2005,15.82,13.52,1.58,3380.19,14.87,Critical,2.07,13.36,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2005-002,CAMI-2983,ZEA (Artisanal Zone),Gold,Kibali Goldmines,Artisanal,2005,20.9,14.64,2.09,3659.49,16.1,Medium,4.21,5.54,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
SITE-2005-003,CAMI-5240,ZEA (Artisanal Zone),Tungsten,Kibali Goldmines,Artisanal,2005,21.55,16.1,2.15,4024.4,17.71,Medium,2.98,3.43,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15
SITE-2005-004,CAMI-6723,PE (Exploitation),Diamond,Independent Miners,Artisanal,2005,18.78,17.48,1.88,4370.1,19.23,Critical,1.27,3.8,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2006-000,CAMI-7368,PE (Exploitation),Tin,Artisanal Cooperatives,Artisanal,2006,21.64,18.59,2.16,4646.91,20.45,High,2.22,19.73,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2006-001,CAMI-6426,ZEA (Artisanal Zone),Tin,Banro Corporation,Industrial,2006,15.39,11.01,1.54,2753.01,12.11,Critical,1.49,16.16,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2006-002,CAMI-8419,PE (Exploitation),Tantalum,Alphamin Bisie Mining,Industrial,2006,11.66,8.67,1.17,2168.11,9.54,Medium,3.12,12.28,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
SITE-2006-003,CAMI-4342,ZEA (Artisanal Zone),Gold,Independent Miners,Artisanal,2006,23.67,21.8,2.37,5451.05,23.98,High,2.89,10.61,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
CONC-2006-004,CAMI-4223,PE (Exploitation),Copper,Artisanal Cooperatives,Industrial,2006,8.76,7.41,0.88,1852.88,8.15,High,2.21,10.84,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2006-005,CAMI-8301,PR (Exploration),Copper,Alphamin Bisie Mining,Artisanal,2006,18.99,14.83,1.9,3706.8,16.31,High,4.07,5.6,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
CONC-2007-000,CAMI-6541,PR (Exploration),Tungsten,Banro Corporation,Industrial,2007,14.22,10.84,1.42,2708.8,11.92,Critical,3.31,10.72,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2007-001,CAMI-4157,ZEA (Artisanal Zone),Tungsten,Independent Miners,Industrial,2007,17.47,13.08,1.75,3269.16,14.38,Critical,3.97,10.95,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
CONC-2007-002,CAMI-1001,PR (Exploration),Tantalum,Kibali Goldmines,Industrial,2007,14.04,10.38,1.4,2595.51,11.42,Medium,0.54,15.28,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2007-003,CAMI-6589,PR (Exploration),Tungsten,Alphamin Bisie Mining,Industrial,2007,15.09,13.95,1.51,3488.4,15.35,Critical,4.56,18.41,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2008-000,CAMI-8916,PE (Exploitation),Tungsten,Independent Miners,Industrial,2008,17.61,16.52,1.76,4130.31,18.17,High,2.69,17.2,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
CONC-2008-001,CAMI-4242,ZEA (Artisanal Zone),Tantalum,Alphamin Bisie Mining,Industrial,2008,9.3,6.59,0.93,1647.71,7.25,Critical,0.18,16.38,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
SITE-2008-002,CAMI-4242,ZEA (Artisanal Zone),Tungsten,Kibali Goldmines,Artisanal,2008,25.38,19.06,2.54,4765.45,20.97,Critical,3.11,7.23,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
SITE-2008-003,CAMI-5963,ZEA (Artisanal Zone),Tantalum,Alphamin Bisie Mining,Artisanal,2008,21.49,15.35,2.15,3837.23,16.88,Medium,1.08,0.21,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2009-000,CAMI-7944,PE (Exploitation),Tungsten,Banro Corporation,Artisanal,2009,28.12,26.48,2.81,6619.56,29.13,Critical,1.07,19.36,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
CONC-2009-001,CAMI-2748,ZEA (Artisanal Zone),Tungsten,Kibali Goldmines,Industrial,2009,18.52,14.99,1.85,3747.66,16.49,Critical,2.91,19.23,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
SITE-2009-002,CAMI-6425,PE (Exploitation),Diamond,Kibali Goldmines,Artisanal,2009,26.42,24.7,2.64,6174.65,27.17,High,0.17,15.59,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2009-003,CAMI-6232,ZEA (Artisanal Zone),Diamond,Artisanal Cooperatives,Industrial,2009,17.98,15.78,1.8,3945.34,17.36,High,4.23,13.09,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
CONC-2009-004,CAMI-6987,PE (Exploitation),Diamond,Kibali Goldmines,Industrial,2009,11.23,10.41,1.12,2602.58,11.45,Medium,2.59,16.49,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2010-000,CAMI-5263,ZEA (Artisanal Zone),Tin,Artisanal Cooperatives,Artisanal,2010,24.13,22.1,2.41,5525.24,24.31,Critical,1.41,12.58,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
SITE-2010-001,CAMI-5000,PR (Exploration),Copper,Independent Miners,Artisanal,2010,25.91,23.6,2.59,5899.97,25.96,Critical,4.11,3.74,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15
SITE-2010-002,CAMI-9649,PE (Exploitation),Tin,Independent Miners,Artisanal,2010,29.78,23.2,2.98,5800.85,25.52,Medium,3.45,3.23,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2010-003,CAMI-4917,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Artisanal,2010,29.23,23.31,2.92,5827.77,25.64,Medium,0.86,7.26,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2011-000,CAMI-8452,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Artisanal,2011,27.73,23.76,2.77,5941.14,26.14,Medium,3.64,11.51,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2011-001,CAMI-6211,PR (Exploration),Gold,Alphamin Bisie Mining,Industrial,2011,10.76,8.14,1.08,2034.7,8.95,Medium,3.79,8.73,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2011-002,CAMI-5011,PE (Exploitation),Tin,Artisanal Cooperatives,Artisanal,2011,22.66,20.36,2.27,5090.1,22.4,Critical,3.12,6.57,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
CONC-2011-003,CAMI-4948,ZEA (Artisanal Zone),Tantalum,Alphamin Bisie Mining,Industrial,2011,17.83,13.45,1.78,3362.64,14.8,Critical,2.41,9.15,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2011-004,CAMI-8443,PE (Exploitation),Tungsten,Independent Miners,Industrial,2011,13.06,11.97,1.31,2992.0,13.16,High,3.23,18.67,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2011-005,CAMI-7089,PE (Exploitation),Tin,Artisanal Cooperatives,Industrial,2011,19.08,17.7,1.91,4426.1,19.47,Medium,4.32,11.61,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
SITE-2012-000,CAMI-1456,PE (Exploitation),Diamond,Banro Corporation,Artisanal,2012,26.87,22.48,2.69,5619.96,24.73,Critical,0.62,2.25,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2012-001,CAMI-4114,ZEA (Artisanal Zone),Gold,Banro Corporation,Industrial,2012,12.65,10.16,1.26,2540.26,11.18,Medium,4.26,11.23,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
CONC-2012-002,CAMI-9552,ZEA (Artisanal Zone),Tin,Banro Corporation,Industrial,2012,12.6,10.58,1.26,2645.18,11.64,High,1.34,4.87,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
CONC-2012-003,CAMI-8828,ZEA (Artisanal Zone),Gold,Banro Corporation,Industrial,2012,14.77,11.53,1.48,2881.49,12.68,High,1.39,12.68,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2012-004,CAMI-5366,ZEA (Artisanal Zone),Diamond,Alphamin Bisie Mining,Industrial,2012,14.39,10.97,1.44,2742.62,12.07,Critical,1.47,12.3,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
CONC-2012-005,CAMI-8220,ZEA (Artisanal Zone),Tungsten,Artisanal Cooperatives,Industrial,2012,19.97,18.81,2.0,4702.53,20.69,High,1.68,11.8,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2012-006,CAMI-9366,PE (Exploitation),Tin,Kibali Goldmines,Artisanal,2012,26.17,18.98,2.62,4743.98,20.87,Medium,2.05,5.37,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2012-007,CAMI-4177,ZEA (Artisanal Zone),Copper,Artisanal Cooperatives,Industrial,2012,15.37,12.13,1.54,3031.75,13.34,High,2.77,4.61,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
CONC-2013-000,CAMI-5616,PE (Exploitation),Copper,Alphamin Bisie Mining,Industrial,2013,19.93,15.01,1.99,3751.98,16.51,Medium,4.43,18.16,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
SITE-2013-001,CAMI-6394,PE (Exploitation),Gold,Kibali Goldmines,Artisanal,2013,25.91,22.76,2.59,5690.52,25.04,Medium,1.08,11.98,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
SITE-2013-002,CAMI-9216,PE (Exploitation),Diamond,Banro Corporation,Artisanal,2013,28.77,26.87,2.88,6716.5,29.55,Critical,2.08,8.4,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
CONC-2013-003,CAMI-8670,ZEA (Artisanal Zone),Gold,Kibali Goldmines,Industrial,2013,14.73,13.15,1.47,3287.95,14.47,Medium,1.63,19.68,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15
