mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed,latitude,longitude
CONC-2002-004,CAMI-1071,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Industrial,2002,12.48,11.08,1.25,2769.42,12.19,Medium,1.15,10.51,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.3609205432723392,28.994223163611906
SITE-2002-005,CAMI-5376,ZEA (Artisanal Zone),Tin,Alphamin Bisie Mining,Artisanal,2002,15.48,12.81,1.55,3202.92,14.09,Medium,0.84,3.77,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.90354016587486,28.72113387096594
SITE-2002-006,CAMI-8836,ZEA (Artisanal Zone),Tungsten,Independent Miners,Artisanal,2002,16.54,11.61,1.65,2901.42,12.77,High,1.59,6.63,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,2.105069326433721,29.672803421298568
SITE-2002-007,CAMI-5341,PR (Exploration),Copper,Independent Miners,Artisanal,2002,13.86,10.58,1.39,2644.22,11.63,High,3.19,11.59,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.3703439123758008,28.313046992951026
SITE-2003-000,CAMI-4096,PR (Exploration),Copper,Alphamin Bisie Mining,Artisanal,2003,11.79,9.07,1.18,2266.99,9.97,Critical,4.85,15.66,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,2.075848014676996,28.323615765214377
CONC-2003-001,CAMI-6828,ZEA (Artisanal Zone),Tantalum,Independent Miners,Industrial,2003,8.06,7.56,0.81,1890.47,8.32,Critical,3.12,11.15,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.3711613638913975,28.940674201832646
CONC-2003-002,CAMI-7128,PE (Exploitation),Tin,Kibali Goldmines,Industrial,2003,6.65,5.82,0.66,1455.89,6.41,Medium,0.54,10.41,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.3693003104499533,28.178094434956215
CONC-2004-000,CAMI-8613,PR (Exploration),Diamond,Banro Corporation,Industrial,2004,15.03,13.94,1.5,3484.63,15.33,Medium,0.98,3.03,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.4072849799613856,29.83421935802313
CONC-2004-001,CAMI-1771,PR (Exploration),Tin,Banro Corporation,Industrial,2004,13.93,11.08,1.39,2771.25,12.19,High,0.3,15.23,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.1318944450323,28.068635105737407
SITE-2004-002,CAMI-7042,PE (Exploitation),Tungsten,Kibali Goldmines,Artisanal,2004,15.24,13.01,1.52,3253.53,14.32,Critical,1.09,19.44,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,2.1377616952348952,29.14780574639016
SITE-2004-003,CAMI-8824,ZEA (Artisanal Zone),Gold,Artisanal Cooperatives,Artisanal,2004,16.54,11.81,1.65,2951.99,12.99,Critical,4.29,2.55,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.126471244399566,28.675672754927273
CONC-2005-000,CAMI-3258,PR (Exploration),Gold,Banro Corporation,Industrial,2005,14.31,11.97,1.43,2991.39,13.16,High,2.31,17.83,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.5562583402675338,28.91223679268328
SITE-2005-001,CAMI-6301,ZEA (Artisanal Zone),Gold,Banro Corporation,Artisanal,2005,15.37,12.98,1.54,3244.67,14.28,Medium,2.33,13.32,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.2122775437592481,29.504926333450317
SITE-2005-002,CAMI-8700,PE (Exploitation),Tantalum,Artisanal Cooperatives,Artisanal,2005,19.3,17.18,1.93,4293.81,18.89,High,4.14,12.27,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.5728824977537477,28.888005108845412
CONC-2005-003,CAMI-3278,ZEA (Artisanal Zone),Gold,Independent Miners,Industrial,2005,11.5,9.9,1.15,2476.05,10.89,High,2.55,10.01,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.1926979959304393,29.02312248067657
CONC-2005-004,CAMI-3980,PE (Exploitation),Gold,Artisanal Cooperatives,Industrial,2005,8.4,6.48,0.84,1620.17,7.13,High,2.13,16.91,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,2.048801451343291,29.300699780515274
SITE-2006-000,CAMI-6653,PR (Exploration),Tin,Alphamin Bisie Mining,Artisanal,2006,14.87,10.64,1.49,2660.55,11.71,High,0.42,3.03,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.135623621874881,29.664418470916257
CONC-2006-001,CAMI-2027,PE (Exploitation),Tungsten,Banro Corporation,Industrial,2006,11.27,7.9,1.13,1973.88,8.69,Critical,2.71,0.32,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.2816923972413579,28.286972721896937
SITE-2006-002,CAMI-8725,PR (Exploration),Copper,Artisanal Cooperatives,Artisanal,2006,20.45,19.12,2.05,4778.87,21.03,High,2.32,4.63,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.23203940941757,28.52622922445985
CONC-2006-003,CAMI-8009,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Industrial,2006,9.78,9.03,0.98,2257.93,9.93,High,2.29,9.07,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,2.233705002923174,27.69096152480625
CONC-2006-004,CAMI-6981,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Industrial,2006,13.49,12.66,1.35,3164.46,13.92,Critical,0.97,5.99,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.7524987131825993,29.410372851582217
SITE-2006-005,CAMI-8684,ZEA (Artisanal Zone),Copper,Kibali Goldmines,Artisanal,2006,15.12,13.96,1.51,3489.57,15.35,Critical,3.04,7.89,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,2.1750848693612,29.25337544696369
CONC-2006-006,CAMI-4064,ZEA (Artisanal Zone),Gold,Banro Corporation,Industrial,2006,9.55,8.48,0.95,2118.96,9.32,High,3.58,2.65,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.8428500726889887,29.1908495860527
SITE-2007-000,CAMI-3087,ZEA (Artisanal Zone),Copper,Kibali Goldmines,Artisanal,2007,22.19,18.58,2.22,4644.65,20.44,High,0.51,17.51,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.4802997057164924,28.413029718646996
CONC-2007-001,CAMI-5559,PE (Exploitation),Gold,Independent Miners,Industrial,2007,11.68,8.56,1.17,2140.03,9.42,High,2.11,19.32,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.2797532922606685,27.661906998646543
CONC-2007-002,CAMI-9679,ZEA (Artisanal Zone),Tin,Banro Corporation,Industrial,2007,14.16,12.51,1.42,3126.65,13.76,Critical,3.52,13.46,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.5532475075728769,29.445242453225458
CONC-2007-003,CAMI-4017,PE (Exploitation),Tin,Alphamin Bisie Mining,Industrial,2007,17.22,15.66,1.72,3913.98,17.22,Critical,4.48,15.56,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.0411888594990995,29.0849602153776
SITE-2007-004,CAMI-5341,PR (Exploration),Tin,Banro Corporation,Artisanal,2007,16.37,12.86,1.64,3215.9,14.15,Critical,3.77,16.16,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.4974326510357177,28.86910020796428
CONC-2007-005,CAMI-4669,PE (Exploitation),Tin,Alphamin Bisie Mining,Industrial,2007,13.17,9.65,1.32,2413.37,10.62,Critical,2.5,14.65,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.230831589978597,29.418963668871704
CONC-2007-006,CAMI-3587,PR (Exploration),Copper,Kibali Goldmines,Industrial,2007,11.28,9.41,1.13,2353.25,10.35,Medium,0.45,15.48,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.811434284367077,28.75073370440437
SITE-2007-007,CAMI-8647,ZEA (Artisanal Zone),Gold,Artisanal Cooperatives,Artisanal,2007,24.43,19.35,2.44,4837.91,21.29,Medium,2.3,12.56,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.4796459225383445,27.80858727449997
CONC-2008-000,CAMI-6750,ZEA (Artisanal Zone),Diamond,Independent Miners,Industrial,2008,12.06,9.49,1.21,2373.45,10.44,Medium,0.46,0.85,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.6848904813188343,28.929173518789227
CONC-2008-001,CAMI-4815,PE (Exploitation),Gold,Banro Corporation,Industrial,2008,14.05,11.42,1.41,2854.53,12.56,Critical,3.53,3.44,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.3746693472801077,28.473828191872162
SITE-2008-002,CAMI-9945,ZEA (Artisanal Zone),Tungsten,Alphamin Bisie Mining,Artisanal,2008,17.49,15.15,1.75,3787.76,16.67,Critical,4.26,1.51,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.7315949074582524,28.747995296646636
CONC-2008-003,CAMI-4858,PR (Exploration),Tin,Kibali Goldmines,Industrial,2008,16.73,13.82,1.67,3455.81,15.21,Critical,4.65,13.79,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.4089064948420937,29.177548445301717
SITE-2009-000,CAMI-7549,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Artisanal,2009,25.23,21.79,2.52,5448.0,23.97,High,1.87,1.57,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.740610417535816,29.41863178280027
CONC-2009-001,CAMI-1998,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Industrial,2009,13.04,9.43,1.3,2358.73,10.38,High,3.53,4.26,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.6163466761215384,28.746224853951926
CONC-2009-002,CAMI-2741,PE (Exploitation),Diamond,Banro Corporation,Industrial,2009,12.43,9.93,1.24,2481.34,10.92,Medium,3.4,9.86,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.434667173703523,29.28581840754433
CONC-2010-000,CAMI-6123,PE (Exploitation),Diamond,Alphamin Bisie Mining,Industrial,2010,17.37,16.03,1.74,4007.34,17.63,Medium,3.7,6.87,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,2.0738007548441586,27.645118390086804
SITE-2010-001,CAMI-9262,PE (Exploitation),Tantalum,Artisanal Cooperatives,Artisanal,2010,21.63,20.1,2.16,5024.64,22.11,High,1.19,2.67,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,2.378852021893005,27.757912307779087
SITE-2010-002,CAMI-1575,PR (Exploration),Gold,Independent Miners,Artisanal,2010,25.07,18.67,2.51,4667.77,20.54,Critical,2.0,16.91,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,2.025725244675575,29.541209083021265
CONC-2010-003,CAMI-4765,PE (Exploitation),Diamond,Banro Corporation,Industrial,2010,14.49,10.25,1.45,2562.05,11.27,Critical,0.38,9.76,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.211088541877562,29.202395778939906
SITE-2010-004,CAMI-4423,PE (Exploitation),Gold,Alphamin Bisie Mining,Artisanal,2010,20.45,19.26,2.05,4816.03,21.19,Critical,3.35,1.31,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,2.061619557376911,29.233543174750615
SITE-2011-000,CAMI-9006,ZEA (Artisanal Zone),Gold,Alphamin Bisie Mining,Artisanal,2011,23.43,16.45,2.34,4113.4,18.1,High,3.37,11.98,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.0748814885832827,28.741842360706297
CONC-2011-001,CAMI-9701,PR (Exploration),Tin,Kibali Goldmines,Industrial,2011,16.63,15.62,1.66,3904.98,17.18,Medium,0.94,17.11,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.9242265251512114,29.446559488534405
CONC-2011-002,CAMI-9960,PR (Exploration),Gold,Independent Miners,Industrial,2011,12.12,8.99,1.21,2247.84,9.89,High,0.93,12.15,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.2501275866559671,29.85979291888212
SITE-2011-003,CAMI-4613,PE (Exploitation),Tantalum,Independent Miners,Artisanal,2011,27.45,22.93,2.74,5733.21,25.23,Medium,1.08,15.59,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.193090665061068,28.135079184871312
SITE-2012-000,CAMI-1292,PR (Exploration),Diamond,Kibali Goldmines,Artisanal,2012,30.5,21.45,3.05,5363.63,23.6,Medium,1.39,14.98,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.6166627900736377,28.864701484293487
CONC-2012-001,CAMI-7809,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Industrial,2012,17.18,12.88,1.72,3218.95,14.16,Medium,4.46,4.33,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.178733071025376,27.892385958544093
SITE-2012-002,CAMI-9520,PE (Exploitation),Tungsten,Kibali Goldmines,Artisanal,2012,26.66,19.19,2.67,4798.0,21.11,Medium,3.63,8.74,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.7493889431726846,28.931278428982235
SITE-2012-003,CAMI-2955,PR (Exploration),Tin,Artisanal Cooperatives,Artisanal,2012,24.2,20.41,2.42,5102.48,22.45,Critical,4.57,14.48,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.2527735510511346,28.58265548342264
SITE-2012-004,CAMI-4436,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Artisanal,2012,23.02,19.03,2.3,4758.65,20.94,High,1.92,9.48,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.0472490998645325,28.232781140433612
CONC-2012-005,CAMI-2064,PR (Exploration),Copper,Banro Corporation,Industrial,2012,12.62,10.21,1.26,2551.56,11.23,Critical,3.24,12.32,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,2.2861866673367235,29.723206193974
SITE-2012-006,CAMI-6580,PE (Exploitation),Tungsten,Independent Miners,Artisanal,2012,25.74,19.03,2.57,4757.64,20.93,High,1.49,19.39,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,1.2816963062215307,28.820303580458262
CONC-2012-007,CAMI-4689,PE (Exploitation),Diamond,Banro Corporation,Industrial,2012,20.04,16.87,2.0,4217.59,18.56,Critical,3.44,1.34,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.8758118713944083,27.93541434356924
SITE-2013-000,CAMI-5268,PE (Exploitation),Tantalum,Kibali Goldmines,Artisanal,2013,25.42,22.4,2.54,5599.06,24.64,Critical,3.44,9.73,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.6442736553913204,28.53594916656338
CONC-2013-001,CAMI-8592,ZEA (Artisanal Zone),Tin,Alphamin Bisie Mining,Industrial,2013,19.95,18.73,2.0,4682.53,20.6,Medium,3.03,9.39,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.8579499607303567,27.608109345353984
SITE-2013-002,CAMI-1872,ZEA (Artisanal Zone),Tantalum,Independent Miners,Artisanal,2013,24.71,18.09,2.47,4521.55,19.89,Medium,1.9,10.67,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,2.0806820227814975,29.62457472917609
SITE-2013-003,CAMI-4572,PE (Exploitation),Diamond,Banro Corporation,Artisanal,2013,29.49,22.24,2.95,5559.53,24.46,Medium,2.14,18.24,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,2.1319934774387983,28.432595588459915
