year,forest_loss_ha,mining_area_ha,fire_burned_area_ha,logging_area_ha,carbon_loss_tons,fragmentation_index,road_length_km,biodiversity_risk_score,habitat_loss_ha,cumulative_loss_ha,annual_change_percent,source_dataset,source_provider,source_url,processing_method,confidence_level,date_processed
2013,3891.01,15.18,186.67,95.78,972752.76,0.28,42.5,0.46,4280.11,41483.6,8.04,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.97,2026-06-09
2014,4172.34,16.16,56.64,100.27,1043085.51,0.29,45.0,0.48,4589.58,45655.94,7.23,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.91,2026-06-09
2015,4400.76,17.29,20.3,104.16,1100189.71,0.3,47.5,0.5,4840.83,50056.7,5.47,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.94,2026-06-09
2016,4426.61,18.15,329.19,112.98,1106651.34,0.31,50.0,0.52,4869.27,54483.31,0.59,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-06-09
2017,4401.1,18.7,62.26,113.1,1100275.21,0.32,52.5,0.54,4841.21,58884.41,-0.58,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.93,2026-06-09
2018,4653.98,19.03,42.73,118.25,1163495.9,0.33,55.0,0.56,5119.38,63538.39,5.75,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.97,2026-06-09
2019,5017.06,20.02,235.5,124.41,1254264.31,0.34,57.5,0.58,5518.76,68555.45,7.8,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-06-09
2020,4825.05,20.55,35.67,129.1,1206261.84,0.35,60.0,0.6,5307.55,73380.5,-3.83,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-06-09
2021,5094.92,21.39,43.64,134.79,1273730.52,0.36,62.5,0.62,5604.41,78475.42,5.59,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.94,2026-06-09
2022,5294.95,22.64,150.59,141.96,1323737.24,0.37,65.0,0.64,5824.44,83770.37,3.93,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.91,2026-06-09
2023,5287.06,22.92,27.29,143.02,1321765.86,0.38,67.5,0.66,5815.77,89057.43,-0.15,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.92,2026-06-09
2024,5699.51,24.14,54.66,152.75,1424877.86,0.39,70.0,0.68,6269.46,94756.94,7.8,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.94,2026-06-09
2025,5663.61,25.03,126.58,155.08,1415902.3,0.4,72.5,0.7,6229.97,100420.55,-0.63,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.97,2026-06-09
2026,5743.03,25.9,59.47,161.9,1435757.48,0.41,75.0,0.72,6317.33,106163.58,1.4,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.9,2026-06-09
2027,6102.13,26.77,57.05,164.35,1525532.19,0.42,77.5,0.74,6712.34,112265.71,6.25,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.98,2026-06-09
2028,6015.07,27.51,97.52,170.79,1503768.65,0.43,80.0,0.76,6616.58,118280.79,-1.43,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.91,2026-06-09
2029,6222.83,27.84,38.91,175.65,1555707.18,0.44,82.5,0.78,6845.11,124503.61,3.45,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.91,2026-06-09
2030,6446.99,28.66,38.28,180.88,1611747.82,0.45,85.0,0.8,7091.69,130950.61,3.6,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.98,2026-06-09
