mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed,latitude,longitude
CONC-2002-000,CAMI-5642,PR (Exploration),Gold,Alphamin Bisie Mining,Industrial,2002,6.48,5.33,0.65,1333.46,5.87,Critical,1.71,1.31,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.9638548134469205,28.221506508355752
CONC-2002-001,CAMI-7695,PE (Exploitation),Copper,Artisanal Cooperatives,Industrial,2002,14.65,10.99,1.46,2746.43,12.08,Critical,1.42,1.62,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.3923853910383004,28.02224284067621
CONC-2002-002,CAMI-9760,ZEA (Artisanal Zone),Tantalum,Artisanal Cooperatives,Industrial,2002,15.72,11.57,1.57,2893.18,12.73,High,2.69,9.64,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.6334170979976794,28.507992502396515
SITE-2002-003,CAMI-7200,PE (Exploitation),Gold,Independent Miners,Artisanal,2002,16.74,12.49,1.67,3122.09,13.74,High,2.74,19.56,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.982038998293109,29.445603393826882
CONC-2002-004,CAMI-2179,PE (Exploitation),Tin,Banro Corporation,Industrial,2002,10.23,8.88,1.02,2220.92,9.77,Medium,2.69,15.98,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.311246404942473,28.802107494066107
CONC-2002-005,CAMI-5576,ZEA (Artisanal Zone),Tin,Artisanal Cooperatives,Industrial,2002,14.09,12.83,1.41,3208.73,14.12,High,0.92,10.65,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,2.1361153968629627,28.12051448006073
CONC-2002-006,CAMI-1795,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Industrial,2002,10.22,8.88,1.02,2219.75,9.77,High,4.51,16.62,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.5453045462788617,28.438418679038705
SITE-2003-000,CAMI-3181,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Artisanal,2003,11.29,9.49,1.13,2371.39,10.43,High,3.13,17.46,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.229758119950093,28.657801758308167
SITE-2003-001,CAMI-6012,ZEA (Artisanal Zone),Diamond,Independent Miners,Artisanal,2003,12.87,12.03,1.29,3007.7,13.23,High,2.39,6.19,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.6694364192382576,28.65950722519683
SITE-2003-002,CAMI-2640,PE (Exploitation),Tantalum,Banro Corporation,Artisanal,2003,11.12,9.52,1.11,2378.95,10.47,High,4.58,8.16,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,2.3954237994934315,28.659079714611543
SITE-2003-003,CAMI-8694,ZEA (Artisanal Zone),Diamond,Banro Corporation,Artisanal,2003,17.9,15.35,1.79,3837.64,16.89,High,4.13,13.53,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.911125987704531,28.75635682161506
SITE-2003-004,CAMI-6384,PE (Exploitation),Gold,Independent Miners,Artisanal,2003,11.4,8.53,1.14,2132.37,9.38,High,1.34,18.19,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.142713050517468,29.224900158096677
CONC-2003-005,CAMI-8270,PR (Exploration),Tantalum,Kibali Goldmines,Industrial,2003,14.91,10.79,1.49,2696.84,11.87,Medium,1.53,7.97,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.8623014140672107,29.750738391731122
SITE-2004-000,CAMI-2735,ZEA (Artisanal Zone),Copper,Kibali Goldmines,Artisanal,2004,19.83,15.02,1.98,3755.01,16.52,High,4.4,5.49,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,2.1436868160166895,29.77893028917748
CONC-2004-001,CAMI-8936,PR (Exploration),Tantalum,Artisanal Cooperatives,Industrial,2004,15.91,11.26,1.59,2815.3,12.39,Medium,1.69,18.57,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.5061253708304143,28.640451273038863
CONC-2004-002,CAMI-9914,ZEA (Artisanal Zone),Copper,Artisanal Cooperatives,Industrial,2004,15.84,11.31,1.58,2826.6,12.44,Critical,3.34,1.88,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.8481002290628923,28.809326130390875
CONC-2004-003,CAMI-8087,PE (Exploitation),Copper,Kibali Goldmines,Industrial,2004,13.54,10.18,1.35,2546.2,11.2,Critical,1.81,3.67,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.7175784064002133,27.808077200060776
CONC-2004-004,CAMI-9271,PE (Exploitation),Copper,Kibali Goldmines,Industrial,2004,7.37,5.19,0.74,1298.05,5.71,Critical,1.79,18.54,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.6411889666045933,27.854353451459495
CONC-2005-000,CAMI-5748,PR (Exploration),Diamond,Kibali Goldmines,Industrial,2005,16.25,15.24,1.62,3809.29,16.76,Critical,3.62,5.0,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,2.3958565500310125,28.2578936340564
CONC-2005-001,CAMI-6728,PR (Exploration),Copper,Kibali Goldmines,Industrial,2005,14.42,12.74,1.44,3185.2,14.01,High,2.76,19.95,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,2.2751762804231914,28.896169849368615
SITE-2005-002,CAMI-4137,PR (Exploration),Diamond,Kibali Goldmines,Artisanal,2005,16.93,14.93,1.69,3731.38,16.42,Critical,1.46,5.03,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.5535415907536059,28.359921288005836
CONC-2005-003,CAMI-5695,PR (Exploration),Tin,Kibali Goldmines,Industrial,2005,7.8,6.37,0.78,1591.72,7.0,Medium,2.54,12.55,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.5990277233321293,28.41352221991016
CONC-2006-000,CAMI-6799,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Industrial,2006,12.84,12.01,1.28,3001.49,13.21,Medium,1.59,15.45,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,2.1389409507510635,28.607682239817088
CONC-2006-001,CAMI-4065,PR (Exploration),Tantalum,Kibali Goldmines,Industrial,2006,14.99,11.36,1.5,2838.94,12.49,Medium,2.07,11.61,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.9705804166998424,28.184654691084653
CONC-2006-002,CAMI-7636,PE (Exploitation),Copper,Kibali Goldmines,Industrial,2006,8.51,6.59,0.85,1646.33,7.24,Medium,1.83,10.7,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.8634335073279367,27.934312914420495
CONC-2006-003,CAMI-9196,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Industrial,2006,17.9,15.71,1.79,3928.6,17.29,Critical,0.47,17.23,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.9362753144232312,28.023691807077547
SITE-2007-000,CAMI-2079,ZEA (Artisanal Zone),Diamond,Kibali Goldmines,Artisanal,2007,19.4,18.28,1.94,4569.36,20.11,Critical,4.62,17.85,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,2.336250851661517,29.147622753571724
SITE-2007-001,CAMI-5873,PR (Exploration),Gold,Alphamin Bisie Mining,Artisanal,2007,16.36,13.53,1.64,3382.05,14.88,Critical,3.89,1.54,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.3461892075662996,28.511502001366516
CONC-2007-002,CAMI-9451,PE (Exploitation),Tin,Artisanal Cooperatives,Industrial,2007,15.32,13.78,1.53,3443.8,15.15,High,3.1,14.7,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.9844213398743422,28.463941169820444
CONC-2007-003,CAMI-9087,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Industrial,2007,9.0,7.98,0.9,1995.99,8.78,High,2.59,17.94,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.25083784558447,28.71527137825158
SITE-2007-004,CAMI-8300,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Artisanal,2007,23.27,19.28,2.33,4819.04,21.2,High,2.67,9.85,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.9764862733934496,28.618609880613455
SITE-2007-005,CAMI-8297,PE (Exploitation),Diamond,Banro Corporation,Artisanal,2007,23.42,18.13,2.34,4533.28,19.95,Medium,2.35,16.76,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.7120684249845122,28.761280583639707
CONC-2007-006,CAMI-2729,PE (Exploitation),Copper,Independent Miners,Industrial,2007,9.95,7.02,0.99,1754.97,7.72,High,2.92,2.27,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.274791895032516,29.22925472337103
SITE-2007-007,CAMI-7920,PE (Exploitation),Diamond,Banro Corporation,Artisanal,2007,21.33,16.18,2.13,4045.01,17.8,High,3.64,4.3,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,2.0830718064147877,27.68981473768504
SITE-2008-000,CAMI-4331,PR (Exploration),Tin,Alphamin Bisie Mining,Artisanal,2008,26.43,22.11,2.64,5528.26,24.32,Critical,4.68,18.02,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.8465453427282692,29.676420105749234
SITE-2008-001,CAMI-8867,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Artisanal,2008,24.65,21.2,2.47,5298.87,23.32,Medium,1.71,1.16,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.1216844391936422,28.564785995983883
CONC-2008-002,CAMI-4221,PE (Exploitation),Copper,Kibali Goldmines,Industrial,2008,9.45,8.95,0.94,2237.45,9.84,High,2.04,12.62,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.5919689396107541,28.4015439425553
SITE-2008-003,CAMI-5014,ZEA (Artisanal Zone),Tungsten,Banro Corporation,Artisanal,2008,23.58,18.06,2.36,4515.31,19.87,High,3.44,7.05,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.3102635405781324,28.417027448778477
CONC-2008-004,CAMI-1359,PR (Exploration),Tantalum,Artisanal Cooperatives,Industrial,2008,16.04,14.37,1.6,3592.24,15.81,Medium,4.36,16.94,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,2.1130224895714607,29.10979883161695
CONC-2008-005,CAMI-2601,PR (Exploration),Gold,Independent Miners,Industrial,2008,14.19,11.78,1.42,2945.83,12.96,Critical,4.55,13.43,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,1.5029490069839138,29.01101226867229
CONC-2008-006,CAMI-5024,PE (Exploitation),Tin,Banro Corporation,Industrial,2008,17.5,14.8,1.75,3699.2,16.28,Medium,4.73,0.18,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,2.3860187211127633,29.280830203439265
CONC-2008-007,CAMI-5849,PE (Exploitation),Tantalum,Independent Miners,Industrial,2008,12.0,9.15,1.2,2286.96,10.06,Critical,3.41,15.69,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.1350975295806434,28.27636890205311
SITE-2009-000,CAMI-9451,PR (Exploration),Tungsten,Banro Corporation,Artisanal,2009,25.35,19.07,2.53,4766.85,20.97,High,4.64,1.3,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.89771475624457,27.96003567597615
SITE-2009-001,CAMI-4281,PE (Exploitation),Gold,Kibali Goldmines,Artisanal,2009,19.48,18.34,1.95,4585.23,20.18,Medium,4.56,11.59,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.489663290110263,28.864487798766813
CONC-2009-002,CAMI-8172,ZEA (Artisanal Zone),Copper,Independent Miners,Industrial,2009,18.55,15.84,1.85,3959.46,17.42,Critical,2.2,2.94,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.2778550236808626,28.781896083635257
SITE-2009-003,CAMI-1572,ZEA (Artisanal Zone),Diamond,Independent Miners,Artisanal,2009,27.94,26.47,2.79,6616.62,29.11,Critical,2.46,12.85,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,1.7445572623822807,27.924978651922522
SITE-2010-000,CAMI-1412,PR (Exploration),Gold,Banro Corporation,Artisanal,2010,21.98,16.98,2.2,4244.51,18.68,Critical,1.52,18.79,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.7267593546643463,27.680362967425417
SITE-2010-001,CAMI-8336,PR (Exploration),Tantalum,Artisanal Cooperatives,Artisanal,2010,20.94,16.61,2.09,4153.59,18.28,High,0.61,12.99,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.2202547293742787,29.54926957707457
CONC-2010-002,CAMI-9723,PE (Exploitation),Tantalum,Banro Corporation,Industrial,2010,12.35,11.7,1.23,2926.22,12.88,Medium,0.71,14.19,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.7674493832725824,27.90436895766656
CONC-2010-003,CAMI-5592,PR (Exploration),Gold,Alphamin Bisie Mining,Industrial,2010,18.29,14.78,1.83,3694.62,16.26,High,3.1,5.87,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,2.131286505928366,28.64798259984342
SITE-2010-004,CAMI-1289,PR (Exploration),Tantalum,Kibali Goldmines,Artisanal,2010,24.08,19.05,2.41,4761.75,20.95,High,4.89,6.68,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.9577246768920689,29.704806974738762
SITE-2010-005,CAMI-2990,PE (Exploitation),Tantalum,Artisanal Cooperatives,Artisanal,2010,24.21,19.8,2.42,4950.61,21.78,High,0.18,14.95,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.23520599095502,29.85112202469439
SITE-2010-006,CAMI-2574,PR (Exploration),Tin,Kibali Goldmines,Artisanal,2010,24.4,22.47,2.44,5618.08,24.72,Medium,2.1,8.77,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.9173988043662522,28.396746509496626
SITE-2011-000,CAMI-3083,PR (Exploration),Tin,Alphamin Bisie Mining,Artisanal,2011,31.45,29.2,3.15,7300.66,32.12,Critical,0.87,11.03,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.8939086534668386,29.284517126245976
SITE-2011-001,CAMI-4964,PR (Exploration),Tin,Kibali Goldmines,Artisanal,2011,23.3,19.67,2.33,4917.03,21.63,Critical,0.36,4.19,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.2110177294815854,28.181605529823536
CONC-2011-002,CAMI-2070,PR (Exploration),Tantalum,Kibali Goldmines,Industrial,2011,15.46,13.55,1.55,3386.97,14.9,Critical,0.6,11.06,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.278138793981414,28.18876830863535
SITE-2011-003,CAMI-8612,PE (Exploitation),Tantalum,Banro Corporation,Artisanal,2011,24.4,17.89,2.44,4473.31,19.68,Medium,2.72,11.49,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.3867242335790277,29.01114158104032
SITE-2012-000,CAMI-2527,PE (Exploitation),Diamond,Artisanal Cooperatives,Artisanal,2012,24.08,17.03,2.41,4257.8,18.73,Medium,1.65,17.25,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.1340072528190996,27.691457575194043
SITE-2012-001,CAMI-6675,ZEA (Artisanal Zone),Diamond,Artisanal Cooperatives,Artisanal,2012,24.19,21.63,2.42,5406.66,23.79,High,1.01,2.02,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.5665960630297924,29.32817608758935
SITE-2012-002,CAMI-6021,PE (Exploitation),Tin,Alphamin Bisie Mining,Artisanal,2012,27.4,25.56,2.74,6391.15,28.12,Medium,3.08,19.81,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.490704490793727,29.294566755624974
