year,forest_loss_ha,mining_area_ha,fire_burned_area_ha,logging_area_ha,carbon_loss_tons,fragmentation_index,road_length_km,biodiversity_risk_score,habitat_loss_ha,cumulative_loss_ha,annual_change_percent,source_dataset,source_provider,source_url,processing_method,confidence_level,date_processed
2011,3555.71,13.76,21.36,83.44,888928.45,0.26,37.5,0.42,3911.29,33873.37,2.57,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-05-15
2012,3948.98,14.28,33.99,90.38,987245.2,0.27,40.0,0.44,4343.88,37822.35,11.06,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.91,2026-05-15
2013,4044.49,14.98,182.95,97.11,1011122.16,0.28,42.5,0.46,4448.94,41866.84,2.42,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.93,2026-05-15
2014,3900.85,16.58,37.33,102.74,975212.33,0.29,45.0,0.48,4290.93,45767.69,-3.55,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.93,2026-05-15
2015,4095.5,16.6,39.0,102.63,1023874.93,0.3,47.5,0.5,4505.05,49863.19,4.99,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.93,2026-05-15
2016,4286.14,17.58,126.48,107.25,1071534.2,0.31,50.0,0.52,4714.75,54149.32,4.65,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.91,2026-05-15
2017,4621.78,18.76,40.56,113.08,1155445.01,0.32,52.5,0.54,5083.96,58771.1,7.83,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.91,2026-05-15
2018,4568.39,19.11,39.97,118.76,1142097.69,0.33,55.0,0.56,5025.23,63339.49,-1.16,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.9,2026-05-15
2019,4880.52,20.4,144.96,123.52,1220129.28,0.34,57.5,0.58,5368.57,68220.01,6.83,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.9,2026-05-15
2020,5040.06,21.46,66.81,131.21,1260015.4,0.35,60.0,0.6,5544.07,73260.07,3.27,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.94,2026-05-15
2021,5048.57,21.54,62.77,137.3,1262143.04,0.36,62.5,0.62,5553.43,78308.64,0.17,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.98,2026-05-15
2022,5136.23,22.81,217.46,138.71,1284057.74,0.37,65.0,0.64,5649.85,83444.88,1.74,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-05-15
2023,5485.11,23.45,35.02,142.62,1371278.44,0.38,67.5,0.66,6033.63,88929.99,6.79,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.94,2026-05-15
2024,5713.52,24.18,27.1,147.41,1428381.24,0.39,70.0,0.68,6284.88,94643.51,4.16,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.97,2026-05-15
2025,5642.92,24.63,94.57,153.58,1410729.09,0.4,72.5,0.7,6207.21,100286.43,-1.24,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.93,2026-05-15
2026,6034.17,26.28,26.11,160.95,1508542.76,0.41,75.0,0.72,6637.59,106320.6,6.93,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-05-15
