year,forest_loss_ha,mining_area_ha,fire_burned_area_ha,logging_area_ha,carbon_loss_tons,fragmentation_index,road_length_km,biodiversity_risk_score,habitat_loss_ha,cumulative_loss_ha,annual_change_percent,source_dataset,source_provider,source_url,processing_method,confidence_level,date_processed
2010,3621.77,12.66,227.84,78.61,905442.35,0.25,35.0,0.4,3983.95,30774.19,3.12,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.92,2026-05-15
2011,3825.59,13.6,56.45,85.03,956397.75,0.26,37.5,0.42,4208.15,34599.78,5.63,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-05-15
2012,3683.08,14.89,47.68,90.09,920770.63,0.27,40.0,0.44,4051.39,38282.86,-3.73,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.97,2026-05-15
2013,4117.63,14.91,165.65,96.48,1029407.17,0.28,42.5,0.46,4529.39,42400.49,11.8,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.92,2026-05-15
2014,4241.88,16.65,24.29,102.38,1060469.47,0.29,45.0,0.48,4666.07,46642.37,3.02,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-05-15
2015,4323.17,17.4,55.63,105.22,1080791.45,0.3,47.5,0.5,4755.48,50965.53,1.92,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-05-15
2016,4273.09,17.83,177.83,111.93,1068273.69,0.31,50.0,0.52,4700.4,55238.63,-1.16,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-05-15
2017,4396.96,18.34,44.58,117.87,1099240.26,0.32,52.5,0.54,4836.66,59635.59,2.9,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.9,2026-05-15
2018,4781.77,19.1,49.48,122.04,1195441.69,0.33,55.0,0.56,5259.94,64417.35,8.75,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.91,2026-05-15
2019,4927.81,20.67,303.99,122.08,1231951.47,0.34,57.5,0.58,5420.59,69345.16,3.05,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.97,2026-05-15
2020,5198.49,20.83,38.98,129.02,1299622.49,0.35,60.0,0.6,5718.34,74543.65,5.49,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-05-15
2021,5280.88,21.74,24.4,135.81,1320220.26,0.36,62.5,0.62,5808.97,79824.53,1.58,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.92,2026-05-15
2022,5122.57,22.61,286.86,139.36,1280641.34,0.37,65.0,0.64,5634.82,84947.1,-3.0,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.93,2026-05-15
2023,5410.81,23.23,22.4,144.01,1352701.42,0.38,67.5,0.66,5951.89,90357.9,5.63,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-05-15
2024,5482.7,24.45,32.28,152.4,1370674.52,0.39,70.0,0.68,6030.97,95840.6,1.33,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.97,2026-05-15
2025,5667.71,24.54,238.4,154.93,1416927.13,0.4,72.5,0.7,6234.48,101508.31,3.37,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-05-15
2026,5771.16,26.2,25.0,162.57,1442790.31,0.41,75.0,0.72,6348.28,107279.47,1.83,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.94,2026-05-15
