year,forest_loss_ha,mining_area_ha,fire_burned_area_ha,logging_area_ha,carbon_loss_tons,fragmentation_index,road_length_km,biodiversity_risk_score,habitat_loss_ha,cumulative_loss_ha,annual_change_percent,source_dataset,source_provider,source_url,processing_method,confidence_level,date_processed
2010,3467.52,12.98,184.0,79.15,866879.31,0.25,35.0,0.4,3814.27,30759.89,-1.65,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.92,2026-05-15
2011,3750.56,14.05,58.9,85.58,937640.01,0.26,37.5,0.42,4125.62,34510.45,8.16,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-05-15
2012,3931.6,14.32,30.03,89.87,982900.99,0.27,40.0,0.44,4324.76,38442.05,4.83,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-05-15
2013,4080.37,15.45,91.38,94.47,1020091.86,0.28,42.5,0.46,4488.4,42522.42,3.78,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-05-15
2014,4116.76,16.14,54.11,101.75,1029190.65,0.29,45.0,0.48,4528.44,46639.18,0.89,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.97,2026-05-15
2015,4398.77,16.99,48.83,102.5,1099692.1,0.3,47.5,0.5,4838.65,51037.95,6.85,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-05-15
2016,4471.21,18.09,225.27,107.36,1117802.92,0.31,50.0,0.52,4918.33,55509.16,1.65,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-05-15
2017,4521.2,18.71,42.06,114.17,1130301.09,0.32,52.5,0.54,4973.32,60030.37,1.12,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.92,2026-05-15
2018,4797.57,19.87,34.82,120.25,1199391.42,0.33,55.0,0.56,5277.32,64827.93,6.11,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-05-15
2019,5033.72,20.67,321.26,126.68,1258429.57,0.34,57.5,0.58,5537.09,69861.65,4.92,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.9,2026-05-15
2020,5056.52,21.15,62.08,130.09,1264131.08,0.35,60.0,0.6,5562.18,74918.18,0.45,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-05-15
2021,4964.63,21.31,34.76,137.92,1241158.0,0.36,62.5,0.62,5461.1,79882.81,-1.82,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.9,2026-05-15
2022,5170.22,22.13,234.11,137.98,1292554.09,0.37,65.0,0.64,5687.24,85053.02,4.14,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-05-15
2023,5407.53,23.57,69.31,147.22,1351883.63,0.38,67.5,0.66,5948.29,90460.56,4.59,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.94,2026-05-15
2024,5770.48,24.19,65.57,152.99,1442619.44,0.39,70.0,0.68,6347.53,96231.04,6.71,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.98,2026-05-15
2025,5630.94,24.78,203.78,156.16,1407735.87,0.4,72.5,0.7,6194.04,101861.98,-2.42,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.92,2026-05-15
2026,5700.48,26.03,23.94,159.98,1425120.75,0.41,75.0,0.72,6270.53,107562.46,1.23,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-05-15
