mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed,latitude,longitude
SITE-2003-005,CAMI-5294,PR (Exploration),Tungsten,Alphamin Bisie Mining,Artisanal,2003,13.29,10.93,1.33,2732.88,12.02,Critical,2.48,4.38,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.6290635822399546,29.140546799760358
CONC-2004-000,CAMI-3506,PE (Exploitation),Copper,Alphamin Bisie Mining,Industrial,2004,8.24,7.01,0.82,1752.74,7.71,Medium,3.39,19.5,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.368645910858782,28.700997847373912
CONC-2004-001,CAMI-1523,PE (Exploitation),Tantalum,Alphamin Bisie Mining,Industrial,2004,8.49,6.21,0.85,1551.49,6.83,High,4.11,9.02,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.7653873972187362,29.222070830472607
SITE-2004-002,CAMI-2371,PR (Exploration),Tungsten,Alphamin Bisie Mining,Artisanal,2004,11.89,10.6,1.19,2649.13,11.66,Critical,0.56,12.72,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.19537042733283,29.144701359849297
CONC-2004-003,CAMI-2874,PR (Exploration),Tantalum,Kibali Goldmines,Industrial,2004,10.74,8.73,1.07,2182.28,9.6,Medium,1.96,8.76,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.568998674173233,27.73946658943062
CONC-2005-000,CAMI-8113,ZEA (Artisanal Zone),Gold,Alphamin Bisie Mining,Industrial,2005,12.08,9.75,1.21,2436.84,10.72,High,4.08,19.31,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.3474897569424167,28.025031788696698
SITE-2005-001,CAMI-2809,PR (Exploration),Copper,Kibali Goldmines,Artisanal,2005,13.2,11.91,1.32,2977.31,13.1,Medium,3.81,8.86,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.2738704687533116,28.00418607019957
CONC-2005-002,CAMI-6754,PE (Exploitation),Copper,Alphamin Bisie Mining,Industrial,2005,14.0,13.01,1.4,3253.23,14.31,Medium,1.59,17.78,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,2.193844346848933,27.833526958786663
SITE-2006-000,CAMI-7097,PR (Exploration),Gold,Banro Corporation,Artisanal,2006,19.68,17.13,1.97,4281.28,18.84,Critical,3.23,19.05,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.226540738973318,29.1363519049511
CONC-2006-001,CAMI-1988,PE (Exploitation),Gold,Kibali Goldmines,Industrial,2006,14.84,12.55,1.48,3136.88,13.8,Critical,1.11,18.39,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.7360404461044894,28.595267372379663
SITE-2006-002,CAMI-5922,PR (Exploration),Tin,Banro Corporation,Artisanal,2006,17.57,12.65,1.76,3163.7,13.92,Critical,2.82,18.2,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.9018264558834035,29.59177219470523
CONC-2007-000,CAMI-9617,PR (Exploration),Gold,Artisanal Cooperatives,Industrial,2007,18.02,16.18,1.8,4045.46,17.8,Medium,3.97,1.94,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.6074684915222628,28.01670661048875
CONC-2007-001,CAMI-4423,PE (Exploitation),Gold,Independent Miners,Industrial,2007,11.4,9.25,1.14,2312.43,10.17,Critical,0.48,18.63,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,2.2001559478468566,29.649390720551438
SITE-2007-002,CAMI-6446,ZEA (Artisanal Zone),Gold,Kibali Goldmines,Artisanal,2007,16.9,12.49,1.69,3123.73,13.74,Medium,2.96,19.61,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.9648706010842312,29.215569867066268
SITE-2007-003,CAMI-6162,ZEA (Artisanal Zone),Tantalum,Independent Miners,Artisanal,2007,17.09,15.78,1.71,3945.26,17.36,High,1.89,8.36,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.4558880989500853,28.378761660522073
CONC-2008-000,CAMI-2166,ZEA (Artisanal Zone),Gold,Kibali Goldmines,Industrial,2008,14.6,11.88,1.46,2970.96,13.07,Critical,3.97,5.29,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.8739377723687154,27.93139108664475
CONC-2008-001,CAMI-3142,PR (Exploration),Copper,Kibali Goldmines,Industrial,2008,18.17,16.72,1.82,4179.11,18.39,High,4.19,10.98,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.0695348387394845,28.15226797151433
CONC-2008-002,CAMI-7479,PE (Exploitation),Tungsten,Independent Miners,Industrial,2008,18.91,13.81,1.89,3451.47,15.19,Critical,1.03,8.91,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.7503193004444841,29.077121802205948
CONC-2008-003,CAMI-3569,PE (Exploitation),Copper,Banro Corporation,Industrial,2008,10.95,9.1,1.09,2275.5,10.01,High,1.5,15.71,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.8649987318887353,29.472306202519796
CONC-2008-004,CAMI-3806,PR (Exploration),Diamond,Independent Miners,Industrial,2008,9.29,7.13,0.93,1783.32,7.85,Critical,2.89,2.41,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.107896570083526,28.31869050238313
SITE-2009-000,CAMI-9728,ZEA (Artisanal Zone),Gold,Alphamin Bisie Mining,Artisanal,2009,19.52,13.93,1.95,3481.87,15.32,High,4.62,10.04,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.7622729815304397,28.182872801406692
CONC-2009-001,CAMI-7161,ZEA (Artisanal Zone),Tantalum,Artisanal Cooperatives,Industrial,2009,9.71,8.07,0.97,2018.29,8.88,Medium,1.13,6.14,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.8749618903487497,29.849052098629702
SITE-2009-002,CAMI-5545,PR (Exploration),Copper,Alphamin Bisie Mining,Artisanal,2009,22.1,16.65,2.21,4162.49,18.31,Medium,3.13,2.84,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.7291699085853212,28.00333739424173
CONC-2009-003,CAMI-8256,PE (Exploitation),Tin,Artisanal Cooperatives,Industrial,2009,10.14,9.56,1.01,2390.65,10.52,High,0.85,15.66,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,2.027245113099809,29.797281112492204
SITE-2010-000,CAMI-3129,ZEA (Artisanal Zone),Copper,Independent Miners,Artisanal,2010,24.2,17.4,2.42,4349.93,19.14,Critical,0.63,19.48,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.3409956196805264,27.638393570944956
SITE-2010-001,CAMI-1182,PE (Exploitation),Tantalum,Alphamin Bisie Mining,Artisanal,2010,22.02,16.89,2.2,4221.35,18.57,High,4.75,11.3,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.8356084181983072,29.284584762976433
SITE-2010-002,CAMI-4201,PR (Exploration),Gold,Banro Corporation,Artisanal,2010,28.56,26.6,2.86,6649.06,29.26,High,1.38,4.32,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.393883101379666,28.508716220342336
SITE-2010-003,CAMI-1981,ZEA (Artisanal Zone),Diamond,Independent Miners,Artisanal,2010,27.55,22.45,2.75,5611.96,24.69,Critical,1.35,19.0,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,2.21280024424538,28.34801121085046
SITE-2010-004,CAMI-5984,ZEA (Artisanal Zone),Diamond,Kibali Goldmines,Artisanal,2010,22.81,18.12,2.28,4529.84,19.93,High,1.74,17.39,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.2435750637210656,29.892046456596916
CONC-2010-005,CAMI-1084,ZEA (Artisanal Zone),Copper,Banro Corporation,Industrial,2010,13.23,11.8,1.32,2950.56,12.98,High,0.79,1.87,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.5000523654732532,28.148878655692545
SITE-2011-000,CAMI-9206,PR (Exploration),Tungsten,Banro Corporation,Artisanal,2011,24.94,18.94,2.49,4734.85,20.83,High,3.02,17.78,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,2.012482537551283,28.507744256387266
SITE-2011-001,CAMI-8103,PE (Exploitation),Tantalum,Banro Corporation,Artisanal,2011,28.91,24.97,2.89,6243.52,27.47,Medium,1.6,11.69,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.154686018561505,29.830971313859592
CONC-2011-002,CAMI-5747,ZEA (Artisanal Zone),Tungsten,Alphamin Bisie Mining,Industrial,2011,15.8,13.91,1.58,3476.35,15.3,Critical,1.16,15.65,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.8897387311700964,29.40807198768469
CONC-2011-003,CAMI-2364,PE (Exploitation),Tantalum,Artisanal Cooperatives,Industrial,2011,14.87,11.66,1.49,2915.93,12.83,High,2.16,15.82,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,2.230472422262139,28.67649680556346
SITE-2011-004,CAMI-1966,PR (Exploration),Tantalum,Alphamin Bisie Mining,Artisanal,2011,26.28,21.74,2.63,5435.57,23.92,Critical,1.9,7.53,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.3791733394927763,29.12811683272331
CONC-2011-005,CAMI-5919,ZEA (Artisanal Zone),Diamond,Artisanal Cooperatives,Industrial,2011,18.36,17.33,1.84,4333.33,19.07,Critical,0.35,1.04,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.7042349927148552,29.040100000462147
CONC-2012-000,CAMI-1557,PE (Exploitation),Gold,Banro Corporation,Industrial,2012,13.59,12.76,1.36,3190.15,14.04,Medium,3.79,17.26,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.5637006761297405,28.558373273697796
CONC-2012-001,CAMI-6614,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Industrial,2012,14.0,12.57,1.4,3142.22,13.83,High,1.69,10.59,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.2303081880345699,28.177655662596568
SITE-2012-002,CAMI-4452,PR (Exploration),Copper,Banro Corporation,Artisanal,2012,23.14,18.12,2.31,4531.13,19.94,Critical,0.64,10.35,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.6774135392810148,29.043942072576186
CONC-2012-003,CAMI-9854,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Industrial,2012,14.42,13.06,1.44,3265.35,14.37,Critical,4.51,8.4,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,2.2059008274122207,28.269976711383073
CONC-2012-004,CAMI-3569,ZEA (Artisanal Zone),Tin,Artisanal Cooperatives,Industrial,2012,14.13,10.92,1.41,2731.05,12.02,Critical,4.68,1.05,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.8877326770414484,29.06180602106243
SITE-2013-000,CAMI-5792,ZEA (Artisanal Zone),Tantalum,Independent Miners,Artisanal,2013,24.89,22.05,2.49,5512.04,24.25,Medium,1.25,2.77,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.343869626729549,28.632242709039694
SITE-2013-001,CAMI-6134,PR (Exploration),Tungsten,Banro Corporation,Artisanal,2013,33.3,27.15,3.33,6786.64,29.86,Critical,4.0,16.58,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,2.1675173151897136,28.540878217903597
CONC-2013-002,CAMI-2597,PE (Exploitation),Copper,Kibali Goldmines,Industrial,2013,20.68,16.88,2.07,4219.58,18.57,Medium,2.7,10.19,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,2.2550907429310545,29.034313959953536
SITE-2013-003,CAMI-6545,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Artisanal,2013,27.9,20.66,2.79,5165.68,22.73,High,3.69,9.27,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.9586052321044947,28.901778281056696
SITE-2013-004,CAMI-9098,ZEA (Artisanal Zone),Tungsten,Artisanal Cooperatives,Artisanal,2013,33.34,26.89,3.33,6723.14,29.58,Critical,2.61,17.24,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,2.2212073774196144,28.903163473559868
CONC-2013-005,CAMI-1297,ZEA (Artisanal Zone),Tungsten,Artisanal Cooperatives,Industrial,2013,21.3,18.83,2.13,4706.81,20.71,Critical,1.11,5.24,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.8495170841347819,28.27924066031116
SITE-2014-000,CAMI-1521,PE (Exploitation),Gold,Banro Corporation,Artisanal,2014,31.2,27.37,3.12,6842.78,30.11,Medium,2.54,17.78,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.3866323885240281,29.38718767655619
CONC-2014-001,CAMI-6174,PR (Exploration),Diamond,Banro Corporation,Industrial,2014,14.6,12.79,1.46,3196.31,14.06,Medium,2.49,3.97,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.3457025046187643,27.611750751270165
CONC-2014-002,CAMI-4092,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Industrial,2014,17.38,16.0,1.74,4001.11,17.6,Medium,1.61,2.96,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,2.0933697285729735,29.200969605500433
