mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed,latitude,longitude
SITE-2006-002,CAMI-2664,ZEA (Artisanal Zone),Copper,Kibali Goldmines,Artisanal,2006,17.83,16.66,1.78,4166.0,18.33,High,3.79,18.92,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,2.29230850409796,29.226148107934897
SITE-2006-003,CAMI-2546,PR (Exploration),Diamond,Kibali Goldmines,Artisanal,2006,22.26,18.37,2.23,4591.79,20.2,Critical,1.97,7.37,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.5947269533992035,27.92074787655361
SITE-2006-004,CAMI-8383,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Artisanal,2006,21.87,16.94,2.19,4234.9,18.63,Critical,1.37,13.34,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.6677537849361301,28.159868726950346
CONC-2006-005,CAMI-5195,ZEA (Artisanal Zone),Tin,Banro Corporation,Industrial,2006,12.79,9.75,1.28,2438.59,10.73,Medium,1.48,9.07,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.271916258726597,29.745661240874682
SITE-2006-006,CAMI-8442,PR (Exploration),Gold,Banro Corporation,Artisanal,2006,23.22,21.98,2.32,5493.88,24.17,High,1.26,8.67,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.5222572617532648,28.980747359096842
SITE-2007-000,CAMI-4700,ZEA (Artisanal Zone),Gold,Artisanal Cooperatives,Artisanal,2007,19.19,18.11,1.92,4526.71,19.92,High,2.75,10.36,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.8164646352287925,29.47204655566292
CONC-2007-001,CAMI-9517,PR (Exploration),Copper,Artisanal Cooperatives,Industrial,2007,17.53,12.4,1.75,3099.16,13.64,High,0.46,0.51,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.3675731566361922,29.158265032591252
SITE-2007-002,CAMI-7061,PE (Exploitation),Tungsten,Artisanal Cooperatives,Artisanal,2007,25.32,18.92,2.53,4730.13,20.81,Medium,3.6,10.53,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.2089621207807113,28.289755326124745
CONC-2007-003,CAMI-2216,PR (Exploration),Tin,Alphamin Bisie Mining,Industrial,2007,13.41,12.71,1.34,3177.42,13.98,High,4.95,3.6,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,2.03083255286836,27.932799380413904
SITE-2008-000,CAMI-8664,PE (Exploitation),Copper,Banro Corporation,Artisanal,2008,21.02,15.59,2.1,3897.54,17.15,Critical,0.32,7.85,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.369290330433383,28.636712221350034
SITE-2008-001,CAMI-5780,PR (Exploration),Tantalum,Alphamin Bisie Mining,Artisanal,2008,26.97,22.23,2.7,5556.48,24.45,Medium,1.48,13.09,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.856490466153382,28.595293320559097
SITE-2008-002,CAMI-3022,PR (Exploration),Copper,Artisanal Cooperatives,Artisanal,2008,17.91,16.19,1.79,4047.79,17.81,Critical,3.45,14.33,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,2.2701690353001496,28.135148012557202
SITE-2008-003,CAMI-3080,PR (Exploration),Gold,Artisanal Cooperatives,Artisanal,2008,25.31,17.73,2.53,4432.61,19.5,High,2.15,16.25,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.8159609200761975,29.49866417259616
CONC-2008-004,CAMI-8063,PE (Exploitation),Tin,Alphamin Bisie Mining,Industrial,2008,11.07,8.44,1.11,2109.28,9.28,Medium,4.28,1.6,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.257373167466483,29.381435677977784
CONC-2008-005,CAMI-3893,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Industrial,2008,9.15,7.84,0.91,1959.5,8.62,Critical,2.63,14.84,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.2860160109895244,29.23431162287955
CONC-2008-006,CAMI-8620,PE (Exploitation),Tin,Artisanal Cooperatives,Industrial,2008,11.7,8.31,1.17,2077.08,9.14,Critical,3.21,16.9,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.9270172086740907,29.155537683473742
CONC-2008-007,CAMI-2248,PE (Exploitation),Gold,Independent Miners,Industrial,2008,12.24,8.71,1.22,2178.57,9.59,High,1.68,7.13,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.3543898238603682,27.87159515305086
CONC-2009-000,CAMI-9239,ZEA (Artisanal Zone),Diamond,Kibali Goldmines,Industrial,2009,10.69,7.93,1.07,1983.63,8.73,Critical,3.89,15.82,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.6089903920029718,27.660085011669686
SITE-2009-001,CAMI-3664,PE (Exploitation),Tungsten,Artisanal Cooperatives,Artisanal,2009,26.71,23.15,2.67,5786.96,25.46,Critical,4.3,6.06,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.1266091174623554,29.02588329364963
SITE-2009-002,CAMI-8796,ZEA (Artisanal Zone),Gold,Artisanal Cooperatives,Artisanal,2009,23.6,20.11,2.36,5027.91,22.12,High,1.13,6.94,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.3689539071947063,29.527967782536745
CONC-2009-003,CAMI-2437,PE (Exploitation),Tantalum,Alphamin Bisie Mining,Industrial,2009,13.78,10.8,1.38,2701.13,11.88,Critical,1.83,0.68,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.044594355336403,27.955259455169802
CONC-2009-004,CAMI-1482,PR (Exploration),Tungsten,Alphamin Bisie Mining,Industrial,2009,13.34,11.44,1.33,2859.76,12.58,Critical,0.2,5.23,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,1.200486143366328,29.74404672764733
SITE-2009-005,CAMI-9095,ZEA (Artisanal Zone),Tin,Independent Miners,Artisanal,2009,19.11,17.3,1.91,4326.14,19.03,Critical,4.87,4.6,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,1.310538240836808,29.779012704846373
SITE-2010-000,CAMI-5703,ZEA (Artisanal Zone),Tin,Independent Miners,Artisanal,2010,21.41,17.01,2.14,4252.55,18.71,High,3.56,15.03,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.7077292828884785,27.630851445774223
SITE-2010-001,CAMI-5748,ZEA (Artisanal Zone),Tin,Artisanal Cooperatives,Artisanal,2010,27.66,24.07,2.77,6017.1,26.48,High,3.8,12.5,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,2.39575899036633,29.641436374154736
CONC-2010-002,CAMI-7286,PR (Exploration),Tungsten,Artisanal Cooperatives,Industrial,2010,11.73,8.45,1.17,2111.51,9.29,High,4.03,4.29,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.7212196904877772,29.00504668939314
CONC-2010-003,CAMI-3731,ZEA (Artisanal Zone),Tantalum,Alphamin Bisie Mining,Industrial,2010,11.33,8.95,1.13,2236.99,9.84,Critical,3.93,3.22,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.908662801481614,27.687481475638396
CONC-2010-004,CAMI-7810,PR (Exploration),Tantalum,Independent Miners,Industrial,2010,14.0,11.95,1.4,2988.74,13.15,Medium,2.84,0.97,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.2117566422075945,29.635037150281683
CONC-2010-005,CAMI-2543,ZEA (Artisanal Zone),Copper,Artisanal Cooperatives,Industrial,2010,16.9,13.74,1.69,3434.48,15.11,Critical,2.17,7.22,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.83844228735714,29.507066862758748
