year,month,latitude,longitude,source,confidence,frp,burned_area_ha,forest_loss_ha
2001,1,1.9232342236080497,28.891129810155128,VIIRS,71,142.8,4.26,1.94
2001,1,1.0562352033866016,28.10962275708665,MODIS,89,87.81,2.74,1.07
2001,1,2.445180328081542,28.172013571421115,MODIS,65,34.09,1.79,0.29
2001,1,1.1651317603226496,28.68106162351299,MODIS,88,41.07,2.11,0.57
2001,1,1.7877459148260886,28.234183690706693,MODIS,67,102.6,4.07,3.04
2001,1,1.5620934855637787,28.316327596787765,VIIRS,85,86.15,2.5,1.06
2001,1,1.676539669318036,28.296348867192215,VIIRS,84,130.38,5.84,1.47
2001,1,1.7832424717195319,28.58912477804918,MODIS,77,25.32,4.33,3.43
2001,1,2.1464498510078283,28.61148413944396,VIIRS,67,44.69,2.45,0.43
2001,1,1.6450875238635811,28.086587342074868,MODIS,66,82.08,5.78,2.84
2001,1,1.9787313722063322,28.30533385989787,MODIS,87,56.06,5.71,3.13
2001,1,2.3852783739614862,28.37174875414468,VIIRS,64,50.75,5.07,1.37
2001,1,1.84849716082585,28.089253804435998,VIIRS,84,36.4,3.36,1.47
2001,1,2.401230423303708,28.159941332248486,MODIS,60,68.7,3.52,1.98
2001,1,2.1190192513417863,28.91236360688149,MODIS,96,53.23,5.67,2.5
2001,1,1.6357848204144725,28.039036018134667,MODIS,85,142.48,2.81,0.72
2001,1,1.4324984274998285,28.327647593790605,VIIRS,99,44.41,3.97,2.53
2001,1,2.4112784933880915,29.063768456366034,VIIRS,90,42.3,1.68,1.2
2001,1,1.0703224124796937,28.527078479959158,VIIRS,98,86.41,2.23,0.66
2001,1,2.194876345832395,28.985340151418704,MODIS,64,109.84,6.25,3.07
2001,1,2.004256141006669,28.194047829716496,VIIRS,67,135.36,5.63,2.25
2001,1,1.3962285046478846,28.719104174069148,VIIRS,60,74.47,4.7,0.53
2001,1,1.7991305395554789,29.128809538959825,MODIS,72,16.41,1.23,0.42
2001,1,2.4262573096515756,29.181109745075823,VIIRS,72,39.73,1.09,0.38
2001,1,1.2372998598406328,28.406353434999097,MODIS,100,21.62,4.53,1.56
2001,1,2.0554078608410205,28.152799392464335,VIIRS,65,117.22,3.48,2.32
2001,1,1.9726531234406146,29.114649774487788,MODIS,79,9.4,2.6,0.98
2001,1,1.3536257494215538,28.482514818559206,VIIRS,88,43.24,2.02,1.12
2001,1,1.941303384450053,28.43131110010605,MODIS,69,82.68,1.04,0.65
2001,1,1.1130255840782577,29.033042288795215,MODIS,60,41.36,4.08,1.26
2001,1,1.921359834200008,28.12871597451579,MODIS,70,96.96,1.84,1.07
2001,1,2.0286184733347468,29.163675526789277,VIIRS,91,113.52,1.82,0.51
2001,1,2.1022856803151404,28.800934551125998,MODIS,97,88.58,4.74,2.35
2001,1,2.2107945736260346,28.62189445391269,MODIS,98,111.99,2.21,0.76
2001,1,1.740276463458025,28.028234765546312,MODIS,75,59.88,3.24,2.41
2001,1,2.4698494100266757,29.167366761783427,MODIS,61,127.17,4.31,2.58
2001,1,1.7679293343127347,28.85506584535174,VIIRS,82,46.56,5.49,1.5
2001,1,2.1027554075563826,28.565883314217018,VIIRS,88,67.32,3.69,2.11
2001,1,1.0321912930095745,29.16178174236168,VIIRS,78,11.52,1.99,1.22
2001,1,1.1258650525264207,28.73737750821536,VIIRS,66,139.66,2.52,0.63
2001,1,1.9239652845666766,28.863323843246427,MODIS,94,37.11,5.04,3.05
2001,1,2.4103436179840236,28.564568480697957,VIIRS,97,21.19,2.52,1.5
2001,1,1.4388015346630252,29.105620243981047,MODIS,74,29.62,5.99,2.81
2001,1,1.3542307293579803,28.988441006268534,VIIRS,62,120.53,1.35,0.93
2001,1,2.200030706547583,28.570875307076392,MODIS,95,119.27,1.81,0.82
2001,1,1.879109278166741,29.12321926571052,MODIS,75,66.86,4.09,1.54
2001,1,2.426484499853364,28.72108407072946,MODIS,71,94.48,2.11,0.51
2001,1,1.1795220449543997,28.960020478659338,MODIS,76,137.28,5.01,0.51
2001,1,2.387572971112065,28.787407927475627,MODIS,96,13.04,5.38,2.79
2001,1,1.198511054618194,28.137705589554862,VIIRS,94,66.82,5.98,4.15
2001,1,1.9458283439011383,28.69463500668119,VIIRS,95,113.73,1.88,0.27
2001,1,1.393798669785924,29.04357189390772,VIIRS,76,147.77,6.24,2.56
2001,1,2.463040089762349,28.685749213992523,VIIRS,99,22.98,2.51,0.51
2001,1,1.460073033636346,28.709074966361968,MODIS,67,110.52,2.13,0.65
2001,1,1.4783260157839142,28.21778991774898,MODIS,100,125.16,5.2,2.67
2001,1,2.2128857798822335,28.265785150650967,VIIRS,78,43.35,2.25,1.33
2001,1,2.334061808319885,28.741187015821748,MODIS,98,44.5,2.27,1.04
2001,1,1.5436969772817022,28.34814257191629,MODIS,95,89.52,3.42,0.57
2001,1,1.421648866663643,28.511355152980503,MODIS,79,31.67,2.31,1.57
2001,1,1.8230708323823874,29.1846532686421,VIIRS,88,75.25,3.19,1.26
2001,1,2.250378571977659,29.061137415739328,MODIS,96,97.96,5.37,4.18
2001,1,2.376805683972212,29.161603011557727,MODIS,65,17.38,5.59,2.28
2001,2,1.6026991184442143,28.997957954022855,MODIS,84,36.68,5.62,4.04
2001,2,1.8320768389214692,28.504171422264992,VIIRS,67,13.43,5.11,2.38
2001,2,2.2510135376457234,28.31306908530558,VIIRS,79,25.38,2.61,1.0
2001,2,2.1264138081544472,28.208481962780503,MODIS,73,37.81,5.94,0.63
2001,2,1.2094167237199351,28.752523516172406,MODIS,75,50.49,1.96,0.26
2001,2,1.5145836866247375,28.775060865551502,MODIS,87,95.95,3.13,1.44
2001,2,2.353035055579209,28.71678044267137,MODIS,76,109.37,4.67,2.21
2001,2,1.741639041963193,28.648259230485593,VIIRS,96,53.54,5.09,2.83
2001,2,1.552364421937701,28.097529153376048,MODIS,74,100.12,2.13,1.17
2001,2,1.1685186308011244,28.65617228189702,MODIS,68,137.15,2.19,0.76
2001,2,1.607904661367524,28.157748875448082,MODIS,81,102.92,3.59,2.4
2001,2,1.8261860419900038,28.82503493751356,MODIS,79,108.18,5.2,2.05
2001,2,2.356478310685137,28.94862589665341,MODIS,78,46.81,5.5,0.75
2001,2,1.7947553595800287,28.459480238123277,MODIS,80,14.41,1.04,0.16
2001,2,1.4155414232910992,28.353608744268325,VIIRS,98,132.71,5.83,1.66
2001,2,1.208468271234499,28.066634782320957,MODIS,94,59.66,3.45,2.34
2001,2,1.522856483327284,28.25416567063599,MODIS,86,147.14,1.75,0.28
2001,2,1.7902606693726058,29.160725522801577,MODIS,83,62.62,2.89,0.57
2001,2,1.9416196207872316,28.144302247381557,VIIRS,81,77.52,2.1,1.27
2001,2,1.2135621272406993,28.25834476350573,VIIRS,92,28.14,4.47,3.53
2001,2,1.2518058096787312,28.590908242033333,MODIS,67,123.14,5.81,2.74
2001,2,1.547631403199508,28.772895978243508,MODIS,98,116.11,3.59,2.36
2001,2,1.2933844919639217,28.369276098139636,MODIS,81,76.6,1.83,0.71
2001,2,2.4070238489945175,28.905150290323462,MODIS,70,51.57,5.41,0.83
2001,2,1.3169139867912896,29.054746882268745,MODIS,66,110.93,2.0,1.31
2001,2,1.0780189397612054,28.743351708173083,VIIRS,76,147.83,2.28,1.01
2001,2,2.1332452631892975,28.54605472481879,MODIS,76,47.8,3.24,2.35
2001,2,1.8028570188091408,28.472286898933465,VIIRS,84,32.01,6.0,2.58
2001,2,1.0458685035193902,28.344579437334,VIIRS,75,63.35,1.77,0.25
2001,2,2.258586683344838,28.44328894581563,MODIS,65,47.77,1.11,0.82
2001,2,1.864845135631035,28.996750253130422,MODIS,91,108.23,3.56,0.87
2001,2,1.4669729767138826,28.783363081227606,MODIS,61,132.88,6.16,4.24
2001,2,2.1339906313455286,28.765553896787782,VIIRS,89,16.46,1.28,0.47
2001,2,1.1885761098125163,28.829141736788888,MODIS,74,117.84,1.84,0.56
2001,2,1.6378046652162679,28.162060425430234,VIIRS,71,15.79,1.44,0.58
2001,2,1.8959804296144334,28.231507750686724,MODIS,75,25.28,3.41,2.07
2001,2,2.395676091735932,28.527489285183112,MODIS,69,17.85,1.57,0.35
2001,2,2.0378095775585683,28.228010113812363,MODIS,80,132.45,4.79,1.11
2001,2,2.2663318815788296,29.19942637069947,VIIRS,85,107.54,5.66,1.53
2001,2,2.2872181944658125,28.787676185475032,MODIS,62,20.1,5.69,2.18
2001,2,2.0154223693222137,28.266985319958287,MODIS,68,18.25,1.12,0.88
2001,2,1.5564311317293604,28.10465323955602,VIIRS,69,20.27,1.57,0.53
2001,2,2.0074420437816194,29.04912058113151,VIIRS,77,59.63,2.32,1.2
2001,2,1.1065341055288416,28.77504030790951,VIIRS,70,44.75,4.43,1.13
2001,2,1.8692257249641728,28.764878163342612,MODIS,73,75.14,1.25,0.29
2001,2,2.3494831766954403,28.094247475094853,MODIS,91,60.19,4.11,0.8
2001,2,1.9410008662840599,28.600917125846046,MODIS,93,92.95,2.12,1.37
2001,2,1.1291855603105336,28.435225336945262,MODIS,70,34.68,5.29,1.25
2001,2,1.4361509310699638,28.80323514219018,VIIRS,85,74.98,5.1,0.64
2001,2,1.0967367807390291,28.886856817401526,VIIRS,64,59.05,5.36,1.05
2001,2,2.45976502089564,29.157450749015553,VIIRS,64,49.87,3.66,2.44
2001,2,1.6611450201897335,28.418890162763933,MODIS,86,56.87,1.02,0.38
2001,2,1.913409470044323,28.465976368399286,VIIRS,79,25.9,5.12,4.04
2001,2,1.880830146721002,28.603932589078916,VIIRS,60,36.91,4.75,3.44
2001,2,2.4667480363112233,28.641655978787256,VIIRS,65,121.81,1.57,0.31
2001,2,1.5294746639940384,28.12641866827064,VIIRS,66,67.89,3.31,1.41
2001,2,2.263677864422622,28.776326655378792,VIIRS,81,111.01,1.05,0.4
2001,2,1.4324785348270335,28.437691488733485,VIIRS,64,17.52,5.69,1.97
2001,2,1.1160017015435528,28.840980288671016,VIIRS,86,61.15,1.55,0.95
2001,2,2.203559634876789,28.666290222868625,VIIRS,92,85.73,4.62,2.09
2001,2,1.244600343204025,28.135385850907834,MODIS,79,40.17,5.94,3.15
2001,2,1.9598756854517165,29.157043329119603,MODIS,66,17.7,1.39,0.9
2001,2,1.588995699807727,28.016349482152325,VIIRS,61,107.15,3.29,0.71
2001,2,2.1944138049964512,28.791750442758488,MODIS,73,80.78,2.12,0.63
2001,2,1.3207450432570438,28.69436903877745,VIIRS,61,35.08,1.68,0.52
2001,3,1.1085906970579655,28.99085825917704,VIIRS,62,123.87,1.61,0.81
2001,3,2.122803211293067,29.174445275583256,VIIRS,73,37.8,2.27,0.8
2001,3,1.0310080111696311,28.03229363491312,VIIRS,76,58.62,4.87,1.1
2001,3,1.2162013932155746,28.253941799766476,VIIRS,74,79.68,2.81,0.44
2001,3,2.3664191858898285,28.293739130360922,VIIRS,78,9.66,3.09,1.74
2001,3,1.1681555017144485,28.95552951992728,VIIRS,85,42.66,3.87,0.87
2001,3,2.094967983820495,28.745452041928704,MODIS,70,125.96,4.34,2.33
2001,3,1.3898405802546954,28.132994041158568,MODIS,77,91.72,2.72,1.41
2001,3,2.4555131250675912,28.08683957273,MODIS,79,118.61,1.55,0.26
2001,4,2.073992282222825,28.397040552486246,MODIS,62,129.55,3.02,0.68
2001,4,1.0379507910352852,29.150717844069206,MODIS,62,30.61,1.47,0.3
2001,4,2.318412773931299,28.02029140446078,MODIS,74,88.31,2.24,1.62
2001,4,1.6790484928462845,28.735056229943407,MODIS,95,117.21,5.27,2.19
2001,4,2.0716338583739056,28.506064670043266,VIIRS,95,15.99,4.17,1.58
2001,4,2.370859735508329,28.59349856603423,MODIS,83,131.07,2.3,1.51
2001,4,1.1579113143155557,28.242667311759657,VIIRS,91,86.48,4.01,1.22
2001,4,1.8098501867807617,28.216060591368375,VIIRS,67,124.11,2.59,1.73
2001,4,1.754362747185558,28.75362430365713,VIIRS,96,44.47,5.15,1.84
2001,4,1.5142345207332033,28.14791601666979,VIIRS,88,34.44,5.31,2.83
2001,4,1.500808737923478,28.566644262651266,MODIS,70,80.98,2.78,1.75
2001,4,1.3245307480408943,29.182125447511684,VIIRS,77,62.52,6.12,3.74
2001,4,2.2873610145792416,28.108706882185313,VIIRS,63,122.65,1.28,0.24
2001,4,2.2264257000232854,29.005226726051024,VIIRS,100,54.05,4.25,2.4
2001,4,1.0997346887670014,29.031243014856443,VIIRS,60,63.76,5.02,1.7
2001,4,1.831719408343375,28.825072596103215,MODIS,92,58.86,2.56,0.4
2001,4,1.8813180854301428,29.03531529577611,VIIRS,88,92.54,2.18,1.06
2001,4,1.7030361678385706,28.210537685595355,MODIS,81,34.28,4.68,1.56
2001,4,1.3152769525574082,28.099120331484148,VIIRS,94,13.07,1.83,0.65
2001,5,1.0725424722920516,28.79004244606545,VIIRS,100,45.86,2.07,0.81
2001,5,2.4786141750120625,29.00363612474783,MODIS,84,80.77,3.04,1.17
2001,5,2.1402681926458746,28.157720332865463,VIIRS,70,15.46,2.69,1.17
2001,5,1.1287013612083843,28.852563590407065,VIIRS,91,76.86,3.77,1.92
2001,5,1.1169838118404347,28.139367129508255,VIIRS,75,53.85,2.1,0.4
2001,5,1.8347357168048817,28.44764099783296,MODIS,89,75.03,3.23,2.15
2001,5,1.2793915181367832,29.17522914602481,MODIS,67,109.07,6.17,2.05
2001,6,1.4685054722289075,28.07263733442821,MODIS,78,53.04,3.76,0.61
2001,6,2.038963654320453,28.023074289025924,MODIS,70,74.46,4.49,3.12
2001,6,2.2080776968892617,28.55692953537665,VIIRS,86,71.32,3.96,2.83
2001,6,1.0842107462988202,28.659104468807747,VIIRS,60,93.93,2.49,1.59
2001,6,1.406909166000179,28.573393134738957,VIIRS,74,69.87,2.31,0.92
2001,6,2.0186258687198335,28.11467048459138,MODIS,78,120.96,2.51,1.41
2001,6,1.6162861883082054,29.12516667253337,MODIS,74,146.21,2.32,0.61
2001,6,1.5963990341734324,28.102096717813737,VIIRS,60,120.92,1.46,0.54
2001,6,1.716462288111986,28.216138303706405,MODIS,73,7.2,3.09,2.39
2001,6,1.2014011703765437,28.17869719500478,MODIS,96,111.33,1.65,0.59
2001,6,1.3387028661091591,28.711502636780907,VIIRS,63,90.94,3.38,2.17
2001,6,1.3691277112427258,28.632816982762595,VIIRS,85,124.05,3.26,1.27
2001,6,1.7234427179585279,28.741826988776303,MODIS,66,19.95,5.21,3.09
2001,6,1.4950181193589795,28.188712424060785,MODIS,72,117.44,3.6,1.38
2001,6,2.3164536360765755,28.44258903134568,VIIRS,65,84.8,1.26,0.2
2001,6,2.364920036971094,28.12050944401361,MODIS,64,9.12,4.2,3.18
2001,6,1.6146469461818311,28.499234545823413,MODIS,69,146.94,3.49,0.61
2001,6,1.2030776827150964,29.180710385364094,MODIS,64,53.29,5.27,2.52
2001,6,1.1173956372668858,28.496191705528584,VIIRS,91,137.75,3.23,0.89
2001,7,1.4216899717693026,28.28436888292988,VIIRS,66,38.75,6.17,0.65
2001,7,1.900495103637253,28.284785637693954,VIIRS,75,81.79,3.25,0.33
2001,7,2.302597234656186,28.041738456199656,VIIRS,92,92.48,2.98,0.98
2001,7,2.2732583238055213,28.386817588016374,MODIS,75,62.77,2.6,0.7
2001,7,2.221031462304718,29.080426230450673,VIIRS,88,137.69,4.05,1.45
2001,7,2.4964576155087475,28.576225301990938,MODIS,86,49.21,1.52,0.7
2001,7,1.3526693122349478,29.17707515573633,MODIS,96,127.76,1.85,0.5
2001,7,1.8044599842833815,28.398278597091483,VIIRS,68,38.78,3.54,2.5
2001,7,1.3665893777903533,28.01099321542211,MODIS,74,94.7,3.62,1.26
2001,7,1.26279859690538,28.30605360869507,VIIRS,73,100.01,5.14,1.19
2001,7,2.2116166942496425,29.133748435988984,MODIS,92,53.35,3.83,1.68
2001,7,2.404131833849286,28.623482566051777,MODIS,62,45.28,6.18,0.8
2001,7,1.7772542016239856,28.265147784073868,VIIRS,98,122.58,4.53,2.47
2001,7,2.3393250434827983,28.937207071942108,VIIRS,86,110.3,4.56,1.56
2001,7,1.1650139095829635,28.18985758198025,MODIS,62,31.35,2.47,1.3
2001,8,2.0927762199237274,28.004680924558503,MODIS,91,20.22,1.51,0.65
2001,8,2.2125986865060145,28.343440408022857,MODIS,97,133.48,1.65,0.53
2001,8,2.1328833548709305,29.023544111059206,MODIS,71,8.64,2.43,1.61
2001,8,1.9946583866453196,29.024642713070545,VIIRS,67,22.82,2.82,1.46
2001,8,1.7979227719806943,28.692003084356898,VIIRS,77,16.63,4.99,3.11
2001,8,1.401216304397023,28.853092688546873,VIIRS,61,124.65,3.54,0.7
2001,8,2.1070862471731515,28.544906906086688,MODIS,76,68.49,1.77,1.08
2001,9,2.0810566016658485,28.65919509773137,MODIS,85,91.48,3.63,1.19
2001,9,2.2336275508847034,28.909378916878897,MODIS,94,133.84,5.59,0.82
2001,9,1.6823958173372564,28.46767925506567,MODIS,69,79.1,1.68,0.97
2001,9,1.322453697071376,28.945246621940484,VIIRS,72,130.01,1.01,0.8
2001,9,1.8630245445039546,28.682061920267355,MODIS,74,127.28,5.3,3.98
2001,9,2.2617097744326617,28.052845547642903,MODIS,84,132.93,1.95,1.33
2001,9,2.248436178259179,28.414522280016982,MODIS,64,39.39,3.7,0.93
2001,9,2.1396362769575754,28.290165389898274,MODIS,82,34.93,1.94,0.28
2001,9,2.218519217823795,28.438867763058685,VIIRS,90,85.99,1.14,0.74
2001,9,2.0521431294919235,28.442844379790795,VIIRS,96,90.56,4.53,3.31
2001,9,1.267824545556681,28.33872150456634,VIIRS,73,90.35,1.35,0.38
2001,9,2.202694814324067,28.96921433757122,MODIS,98,143.25,1.16,0.55
2001,9,1.3990453097404891,28.025553409868063,VIIRS,80,116.74,3.33,2.05
2001,9,1.1434570699016937,29.10135753168327,MODIS,87,140.5,3.71,1.95
2001,9,1.398205456378082,28.45847295857886,MODIS,72,85.38,2.47,1.15
2001,9,2.369462845468684,28.299218974443725,VIIRS,89,87.77,2.1,0.88
2001,9,2.1818695722194583,29.1856819603447,VIIRS,90,57.12,5.1,2.51
2001,9,1.8146494695044701,28.27713009109565,MODIS,81,28.69,2.56,0.35
2001,9,1.1986066836529403,28.58241060552826,MODIS,76,14.65,4.2,1.83
2001,10,2.00328694505718,29.19250457817907,VIIRS,88,75.09,5.3,0.83
2001,10,2.450996771208847,29.083511121526115,VIIRS,86,41.0,2.74,1.96
2001,10,1.7966154695467178,28.60059568783723,MODIS,99,92.99,2.05,0.59
2001,10,1.493536570475294,28.950918297671503,VIIRS,69,77.04,5.1,2.89
2001,10,2.2161369233046164,28.697008322808806,VIIRS,87,127.71,2.03,0.28
2001,10,2.268530622390703,28.982089926914558,MODIS,78,32.99,1.01,0.24
2001,10,1.7562303439145972,29.0582814200561,VIIRS,83,17.99,2.54,1.17
2001,10,1.0364577066907283,28.893526176661467,MODIS,95,123.68,5.75,3.08
2001,10,1.3072462637580973,28.603398181644682,VIIRS,73,103.59,5.78,2.15
2001,10,1.693063420031283,29.094694246061525,MODIS,66,6.08,1.8,0.52
2001,10,1.9252178710180157,28.46230039310309,MODIS,74,80.3,5.82,1.65
2001,10,1.852823924099904,29.179421927450846,MODIS,91,33.42,1.78,1.13
2001,10,1.1423065174982798,28.54457026616436,MODIS,82,127.02,3.57,0.96
2001,10,2.390298685724318,28.70998693680839,VIIRS,96,121.34,5.75,0.64
2001,10,2.1601064021866345,28.01726856290426,VIIRS,65,94.59,5.09,2.01
2001,11,1.1874374722702932,28.369552519917747,VIIRS,90,130.96,3.04,2.41
2001,11,1.4405100927313836,28.331450279049932,MODIS,73,14.28,2.63,0.7
2001,11,2.1266790273905087,29.14525702262508,MODIS,62,25.54,4.65,3.6
2001,11,2.138698432232323,28.358208052973566,VIIRS,66,128.43,1.99,0.64
2001,11,2.449757514571914,28.184075144723906,VIIRS,99,116.39,4.13,1.18
2001,11,1.5821018693871516,28.850348784782526,VIIRS,95,95.95,3.69,2.18
2001,11,1.760430498567667,28.608072354756207,VIIRS,66,28.67,5.93,1.46
2001,11,2.2772383675883465,28.473103992096014,VIIRS,97,109.86,3.72,2.12
2001,11,1.8332223365747748,28.637509218066853,VIIRS,60,52.05,2.8,0.92
2001,11,1.7489317228400285,29.044404212603776,MODIS,82,79.06,1.0,0.12
2001,11,1.1021362850613854,28.12218162910934,MODIS,98,19.46,2.07,0.39
2001,11,1.0677025123445536,28.12717071147902,MODIS,98,123.04,2.77,1.41
2001,11,2.3265484173872157,28.62640247971966,VIIRS,64,66.06,3.54,0.36
2001,11,1.7778880706112217,28.458603361799984,VIIRS,87,109.87,4.32,3.38
2001,11,1.8642444299352727,28.19428264822136,VIIRS,84,36.8,1.04,0.58
2001,11,2.3233257078610268,28.651545788154987,VIIRS,77,117.24,1.08,0.37
2001,11,1.3382990726911643,28.70360137041505,MODIS,72,20.14,2.54,0.94
2001,12,1.995161004054896,28.295785615578126,VIIRS,67,75.32,2.18,1.68
2001,12,1.0099631491616219,28.569869029282913,MODIS,75,55.23,5.19,2.37
2001,12,1.3331971385671726,28.381157576698566,VIIRS,66,142.76,5.3,2.15
2001,12,1.6447972982638221,28.762801508543284,MODIS,66,138.77,1.08,0.39
2001,12,1.018212235922732,28.631684617622213,MODIS,77,28.47,4.52,1.63
2001,12,1.0704676394141581,28.249196422384102,MODIS,93,66.69,5.84,2.23
2001,12,1.425298497553534,29.171620551005702,VIIRS,85,53.08,1.61,1.23
2001,12,1.1714302070977993,28.295557209099833,MODIS,90,109.94,1.23,0.52
2001,12,1.3112485911564227,29.057679529823044,MODIS,66,114.27,5.69,1.21
2001,12,1.673880833259629,28.111309359827874,MODIS,72,47.29,2.5,0.9
2001,12,2.3253404227092043,28.178383768736595,MODIS,99,118.09,4.29,1.44
2001,12,1.3755802418797451,28.532972775059132,VIIRS,94,66.61,1.87,1.4
2001,12,1.3714341519583704,29.04497615655707,VIIRS,80,25.28,5.41,3.22
2001,12,1.5539484468286089,28.382825366559608,MODIS,91,79.1,2.69,0.87
2001,12,1.6822700604056455,29.010909384024714,MODIS,72,66.33,2.51,1.32
2001,12,1.8713023848788426,28.171171349274882,MODIS,84,67.86,4.79,3.71
2001,12,1.0961108170652691,28.59452760055978,MODIS,71,23.67,4.74,3.42
2001,12,1.7094828557769923,29.146294543582933,MODIS,82,148.52,5.84,1.47
2001,12,1.2876261564315914,28.653849676845525,MODIS,91,24.0,1.75,0.59
2001,12,1.476961267512777,28.49396645950291,VIIRS,74,42.63,2.38,0.91
2001,12,1.1109923180892405,28.947803577109145,MODIS,63,53.76,2.55,0.81
2001,12,1.358941528486377,28.34997451605434,MODIS,64,20.43,2.05,1.05
2001,12,1.2569811447935526,29.174309408655095,VIIRS,81,8.05,3.14,1.27
2001,12,1.5361071466747924,28.116397758618696,MODIS,98,45.93,1.25,0.77
2001,12,1.7723142742005162,28.935717855532133,MODIS,99,32.66,1.87,1.05
2002,1,2.480751056691158,29.11227207208235,VIIRS,75,132.93,1.13,0.37
2002,1,1.6251984111024096,28.84927263492885,VIIRS,97,98.37,1.67,0.8
2002,1,2.4249394155010244,28.71206014804859,VIIRS,89,10.76,5.33,0.75
2002,1,1.3312313639361735,28.27582174392208,VIIRS,71,119.98,3.32,1.08
2002,1,2.037522553201825,28.086817907356973,VIIRS,90,20.48,2.08,0.94
2002,1,1.4481884864736323,28.984829743347717,VIIRS,83,63.11,3.11,2.18
2002,1,1.7642617676615355,29.03764513871307,VIIRS,71,54.62,5.9,4.09
2002,1,2.224088732327786,29.085161788384404,MODIS,64,21.1,6.11,2.39
2002,1,1.6911660884247322,28.054946380338603,MODIS,88,74.3,4.25,2.0
2002,1,1.1571733891285458,28.15073128637845,VIIRS,94,34.61,3.29,1.12
2002,1,1.035547230068162,29.152972098719175,VIIRS,74,52.23,1.87,0.61
2002,1,1.3057604493281838,28.62566739052692,VIIRS,92,49.1,4.06,2.91
2002,1,1.5506449801897733,28.167875344578313,MODIS,79,99.78,5.61,2.94
2002,1,1.4669979478741948,28.98090464821852,MODIS,86,37.28,4.19,1.99
2002,1,1.0154240713370906,28.367754364529738,VIIRS,77,40.01,1.82,1.04
2002,1,2.4563163649041844,28.36769044476163,MODIS,91,33.65,1.55,0.55
2002,1,1.4082921371492962,28.41804514486093,VIIRS,79,23.06,3.81,0.47
2002,1,2.252425118191514,28.112357230196814,MODIS,92,126.96,2.93,1.0
2002,1,1.6947097330919867,28.66560317379373,VIIRS,70,106.78,1.94,1.55
2002,1,1.6257655710993497,28.34251994955453,VIIRS,97,123.45,6.16,4.5
2002,1,2.219857877108442,29.070858946661613,VIIRS,100,59.54,2.61,1.92
2002,1,1.3872328719952383,28.30051969818585,VIIRS,81,48.94,3.13,1.07
2002,1,1.3345767505783146,29.074200154542456,VIIRS,63,55.44,4.3,3.43
2002,1,2.0746525685120494,29.139549955266087,VIIRS,80,96.88,3.04,0.83
2002,1,2.3122327233976625,29.132014379930954,MODIS,80,75.14,4.16,2.27
2002,1,2.147742561301594,29.0263527218265,VIIRS,96,91.06,4.61,0.68
2002,1,1.2450496083370592,28.479167620427443,VIIRS,92,19.94,3.57,2.51
2002,1,1.5956044306576302,28.29157777198035,MODIS,83,30.36,6.22,1.26
2002,1,1.105085587628106,28.8010488407407,VIIRS,68,89.02,4.68,1.78
2002,1,1.4182498746862278,28.053244363271236,MODIS,77,98.84,4.25,2.92
2002,1,2.2020069597497476,29.056961582177763,VIIRS,97,10.14,1.1,0.69
