year,latitude,longitude,province,territory,zone_name,area_ha,area_km2,percent_change,source_dataset,analysis_method,confidence_level,date_processed,hotspot_id,year_detected,logging_area_ha,logging_density,distance_to_road,forest_type,suspected_illegal_activity,hotspot_risk_level
2001,1.2102571818605523,29.090698101679177,Ituri,Epulu,Okapi Wildlife Reserve,26.68,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-06-09,L-2001-000,2001,26.68,Low,2.01,Primary Tropical Forest,True,1
2001,2.2279587245766703,28.617851304523533,Ituri,Epulu,Okapi Wildlife Reserve,22.65,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-06-09,L-2001-001,2001,22.65,Medium,9.46,Primary Tropical Forest,True,4
2001,1.510913475787198,28.328014386757392,Ituri,Epulu,Okapi Wildlife Reserve,35.72,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-06-09,L-2001-002,2001,35.72,Medium,3.37,Primary Tropical Forest,True,2
2001,2.3764924620780254,28.779684545299865,Ituri,Mambasa,Okapi Wildlife Reserve,26.56,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-06-09,L-2001-003,2001,26.56,Medium,9.06,Primary Tropical Forest,True,2
2001,1.1029221256570545,27.657128207070745,Ituri,Epulu,Okapi Wildlife Reserve,28.25,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-06-09,L-2001-004,2001,28.25,Medium,0.4,Primary Tropical Forest,True,5
2001,1.7176777639924121,29.352243955119143,Ituri,Epulu,Okapi Wildlife Reserve,50.7,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-06-09,L-2001-005,2001,50.7,High,3.68,Primary Tropical Forest,True,2
2001,1.759677952986287,29.856830701555705,Ituri,Mambasa,Okapi Wildlife Reserve,30.01,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-06-09,L-2001-006,2001,30.01,High,9.09,Primary Tropical Forest,True,1
2001,2.166006607661542,27.64961218889212,Ituri,Mambasa,Okapi Wildlife Reserve,36.2,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-06-09,L-2001-007,2001,36.2,Medium,2.43,Primary Tropical Forest,True,3
2001,1.5136676908562297,29.411393769270294,Ituri,Wamba,Okapi Wildlife Reserve,42.54,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-06-09,L-2001-008,2001,42.54,High,7.46,Primary Tropical Forest,True,5
2001,2.1330492836324906,29.521105312690043,Ituri,Wamba,Okapi Wildlife Reserve,41.9,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-06-09,L-2001-009,2001,41.9,Medium,4.94,Primary Tropical Forest,True,3
2001,2.145063195731307,29.247086538269276,Ituri,Wamba,Okapi Wildlife Reserve,46.08,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-06-09,L-2001-010,2001,46.08,Low,5.85,Primary Tropical Forest,True,2
2001,1.6387901111375607,27.800885756655163,Ituri,Epulu,Okapi Wildlife Reserve,44.98,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-06-09,L-2001-011,2001,44.98,Medium,1.78,Primary Tropical Forest,True,5
2002,1.813946595739539,27.89857635594286,Ituri,Mambasa,Okapi Wildlife Reserve,44.25,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-06-09,L-2002-000,2002,44.25,Low,7.24,Primary Tropical Forest,True,1
2002,1.8960884159360187,29.012132286294197,Ituri,Wamba,Okapi Wildlife Reserve,25.61,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-06-09,L-2002-001,2002,25.61,High,8.63,Primary Tropical Forest,True,3
2002,1.4937710480937514,28.381025361339496,Ituri,Wamba,Okapi Wildlife Reserve,28.53,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-06-09,L-2002-002,2002,28.53,High,1.23,Primary Tropical Forest,True,5
2002,1.306372119866369,28.98783786212346,Ituri,Wamba,Okapi Wildlife Reserve,41.31,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-06-09,L-2002-003,2002,41.31,Medium,7.73,Primary Tropical Forest,True,1
2002,1.529414079678142,27.746875979449005,Ituri,Wamba,Okapi Wildlife Reserve,27.82,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-06-09,L-2002-004,2002,27.82,Medium,8.93,Primary Tropical Forest,True,4
2002,2.2562467258694454,28.75960411117201,Ituri,Mambasa,Okapi Wildlife Reserve,41.61,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-06-09,L-2002-005,2002,41.61,Medium,6.11,Primary Tropical Forest,True,4
2002,1.562212239901122,27.93844994912742,Ituri,Mambasa,Okapi Wildlife Reserve,38.21,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-06-09,L-2002-006,2002,38.21,Medium,4.72,Primary Tropical Forest,True,3
2003,1.4386646419540199,27.832274292250144,Ituri,Epulu,Okapi Wildlife Reserve,31.31,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-06-09,L-2003-000,2003,31.31,Medium,5.75,Primary Tropical Forest,True,2
2003,2.3407402048848045,29.20259122151893,Ituri,Wamba,Okapi Wildlife Reserve,39.95,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.85,2026-06-09,L-2003-001,2003,39.95,Low,0.7,Primary Tropical Forest,True,5
2003,1.3351150362000976,27.875999074795722,Ituri,Mambasa,Okapi Wildlife Reserve,47.4,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-06-09,L-2003-002,2003,47.4,Low,5.35,Primary Tropical Forest,True,1
2003,1.9326303756537708,29.3249843406231,Ituri,Mambasa,Okapi Wildlife Reserve,55.63,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-06-09,L-2003-003,2003,55.63,Low,3.49,Primary Tropical Forest,True,1
2003,1.8925576734130434,28.92177528442167,Ituri,Epulu,Okapi Wildlife Reserve,29.44,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-06-09,L-2003-004,2003,29.44,Medium,0.18,Primary Tropical Forest,True,4
2003,1.2861844421478539,28.689778861576386,Ituri,Epulu,Okapi Wildlife Reserve,34.18,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.98,2026-06-09,L-2003-005,2003,34.18,Medium,8.22,Primary Tropical Forest,True,1
2003,1.314606701457407,28.957821413476385,Ituri,Mambasa,Okapi Wildlife Reserve,49.15,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-06-09,L-2003-006,2003,49.15,High,0.89,Primary Tropical Forest,True,1
2003,2.2210543071656366,28.78701746704455,Ituri,Epulu,Okapi Wildlife Reserve,38.19,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.85,2026-06-09,L-2003-007,2003,38.19,Low,5.81,Primary Tropical Forest,True,3
2003,1.2611220057053059,28.620749620740668,Ituri,Epulu,Okapi Wildlife Reserve,55.46,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-06-09,L-2003-008,2003,55.46,Low,1.83,Primary Tropical Forest,True,2
2003,1.6517499929232393,28.46341747632603,Ituri,Mambasa,Okapi Wildlife Reserve,44.57,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-06-09,L-2003-009,2003,44.57,Low,1.78,Primary Tropical Forest,True,3
2003,1.8667594267358556,28.47728717609473,Ituri,Epulu,Okapi Wildlife Reserve,26.7,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-06-09,L-2003-010,2003,26.7,High,1.96,Primary Tropical Forest,True,4
2003,1.6363301556695633,28.543212375672084,Ituri,Wamba,Okapi Wildlife Reserve,54.46,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-06-09,L-2003-011,2003,54.46,Low,6.67,Primary Tropical Forest,True,2
2004,1.7447656309221635,29.57064967419258,Ituri,Wamba,Okapi Wildlife Reserve,55.57,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-06-09,L-2004-000,2004,55.57,High,4.9,Primary Tropical Forest,True,1
2004,1.328487117359798,27.62730881708266,Ituri,Epulu,Okapi Wildlife Reserve,53.97,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-06-09,L-2004-001,2004,53.97,High,7.32,Primary Tropical Forest,True,1
2004,2.196565876727559,29.156862178826977,Ituri,Epulu,Okapi Wildlife Reserve,56.38,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-06-09,L-2004-002,2004,56.38,Medium,2.04,Primary Tropical Forest,True,3
2004,1.3461499392774203,28.983019602149742,Ituri,Wamba,Okapi Wildlife Reserve,34.12,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-06-09,L-2004-003,2004,34.12,Medium,6.06,Primary Tropical Forest,True,2
2004,2.0568459391816605,28.34081876354021,Ituri,Mambasa,Okapi Wildlife Reserve,54.98,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-06-09,L-2004-004,2004,54.98,High,9.16,Primary Tropical Forest,True,1
2004,1.203400375143511,28.18747473968663,Ituri,Epulu,Okapi Wildlife Reserve,43.74,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-06-09,L-2004-005,2004,43.74,High,7.96,Primary Tropical Forest,True,5
2004,1.9102333673435616,28.320321506417528,Ituri,Epulu,Okapi Wildlife Reserve,28.46,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-06-09,L-2004-006,2004,28.46,Low,6.83,Primary Tropical Forest,True,4
2004,1.1640688050858925,28.516160283809885,Ituri,Wamba,Okapi Wildlife Reserve,35.41,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-06-09,L-2004-007,2004,35.41,Low,3.1,Primary Tropical Forest,True,5
2005,1.6572905313889317,28.866970779250543,Ituri,Epulu,Okapi Wildlife Reserve,52.84,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-06-09,L-2005-000,2005,52.84,High,5.57,Primary Tropical Forest,True,1
2005,1.9944200554050189,29.06211936198475,Ituri,Epulu,Okapi Wildlife Reserve,30.85,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-06-09,L-2005-001,2005,30.85,Medium,2.22,Primary Tropical Forest,True,3
2005,1.6799638394773144,28.85306318646828,Ituri,Wamba,Okapi Wildlife Reserve,45.24,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-06-09,L-2005-002,2005,45.24,High,1.15,Primary Tropical Forest,True,2
2005,1.2314542275300575,28.945848286843628,Ituri,Wamba,Okapi Wildlife Reserve,32.11,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-06-09,L-2005-003,2005,32.11,High,8.87,Primary Tropical Forest,True,5
2005,1.2469909978931255,28.458267515353786,Ituri,Epulu,Okapi Wildlife Reserve,36.6,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-06-09,L-2005-004,2005,36.6,High,0.86,Primary Tropical Forest,True,2
2005,1.5555283638585196,27.991040860697048,Ituri,Mambasa,Okapi Wildlife Reserve,52.88,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-06-09,L-2005-005,2005,52.88,Medium,8.41,Primary Tropical Forest,True,1
2005,1.6447850016100016,28.078798386903426,Ituri,Epulu,Okapi Wildlife Reserve,53.13,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-06-09,L-2005-006,2005,53.13,High,8.88,Primary Tropical Forest,True,5
2005,1.448078562950624,29.87889708192115,Ituri,Wamba,Okapi Wildlife Reserve,40.18,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.98,2026-06-09,L-2005-007,2005,40.18,High,7.41,Primary Tropical Forest,True,1
2005,1.9127509059656798,28.67550219175682,Ituri,Mambasa,Okapi Wildlife Reserve,31.13,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-06-09,L-2005-008,2005,31.13,High,6.92,Primary Tropical Forest,True,4
2005,1.579127805891337,29.142491309762953,Ituri,Mambasa,Okapi Wildlife Reserve,45.84,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-06-09,L-2005-009,2005,45.84,Low,5.08,Primary Tropical Forest,True,5
2006,2.159375091807971,29.83478934839668,Ituri,Wamba,Okapi Wildlife Reserve,38.18,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-06-09,L-2006-000,2006,38.18,Low,7.2,Primary Tropical Forest,True,5
2006,2.3455563309870953,27.991086685067803,Ituri,Epulu,Okapi Wildlife Reserve,59.76,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.85,2026-06-09,L-2006-001,2006,59.76,High,5.03,Primary Tropical Forest,True,1
2006,1.8358401115009535,28.159975732842582,Ituri,Wamba,Okapi Wildlife Reserve,61.79,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-06-09,L-2006-002,2006,61.79,Low,8.01,Primary Tropical Forest,True,4
2006,1.8781867959405534,29.163946884598378,Ituri,Epulu,Okapi Wildlife Reserve,49.04,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-06-09,L-2006-003,2006,49.04,High,8.78,Primary Tropical Forest,True,5
2006,2.018013081154122,27.92153359352194,Ituri,Mambasa,Okapi Wildlife Reserve,34.91,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-06-09,L-2006-004,2006,34.91,High,3.08,Primary Tropical Forest,True,5
2006,2.07053234093517,29.081253061427027,Ituri,Mambasa,Okapi Wildlife Reserve,56.43,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-06-09,L-2006-005,2006,56.43,Medium,7.83,Primary Tropical Forest,True,3
2006,2.101870176190493,29.898366509448355,Ituri,Epulu,Okapi Wildlife Reserve,36.4,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-06-09,L-2006-006,2006,36.4,Medium,9.87,Primary Tropical Forest,True,4
2006,1.3054521734958278,29.11204876961887,Ituri,Epulu,Okapi Wildlife Reserve,49.12,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-06-09,L-2006-007,2006,49.12,Medium,9.74,Primary Tropical Forest,True,3
2006,1.256877527174628,29.524176716183774,Ituri,Mambasa,Okapi Wildlife Reserve,59.39,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-06-09,L-2006-008,2006,59.39,Low,1.63,Primary Tropical Forest,True,4
2007,1.9393477910599777,28.91546428625485,Ituri,Epulu,Okapi Wildlife Reserve,63.28,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-06-09,L-2007-000,2007,63.28,High,5.0,Primary Tropical Forest,True,2
2007,2.204331289399456,27.969135829920035,Ituri,Wamba,Okapi Wildlife Reserve,54.56,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-06-09,L-2007-001,2007,54.56,High,7.66,Primary Tropical Forest,True,5
2007,2.0934204784382726,28.182969859853557,Ituri,Mambasa,Okapi Wildlife Reserve,61.83,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-06-09,L-2007-002,2007,61.83,Medium,1.73,Primary Tropical Forest,True,5
2007,1.4021069665974164,28.694971112081156,Ituri,Epulu,Okapi Wildlife Reserve,58.94,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-06-09,L-2007-003,2007,58.94,High,3.85,Primary Tropical Forest,True,2
2007,1.6278423241153988,28.456374300710927,Ituri,Epulu,Okapi Wildlife Reserve,55.59,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-06-09,L-2007-004,2007,55.59,High,0.77,Primary Tropical Forest,True,2
2007,2.246539393486273,29.100024620241573,Ituri,Wamba,Okapi Wildlife Reserve,45.03,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-06-09,L-2007-005,2007,45.03,High,5.11,Primary Tropical Forest,True,2
2007,1.2851372747344085,28.613569044676726,Ituri,Mambasa,Okapi Wildlife Reserve,52.49,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.98,2026-06-09,L-2007-006,2007,52.49,Medium,8.32,Primary Tropical Forest,True,5
2007,1.299077764591474,28.724666219811827,Ituri,Epulu,Okapi Wildlife Reserve,42.92,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-06-09,L-2007-007,2007,42.92,High,0.33,Primary Tropical Forest,True,5
2007,1.3279159514535441,28.894276220560393,Ituri,Epulu,Okapi Wildlife Reserve,35.18,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-06-09,L-2007-008,2007,35.18,High,0.54,Primary Tropical Forest,True,1
2007,2.008912800473697,29.4336737877355,Ituri,Mambasa,Okapi Wildlife Reserve,56.17,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-06-09,L-2007-009,2007,56.17,Low,8.42,Primary Tropical Forest,True,1
2007,2.224380913325528,28.66037652231009,Ituri,Mambasa,Okapi Wildlife Reserve,47.47,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-06-09,L-2007-010,2007,47.47,Low,9.37,Primary Tropical Forest,True,5
2007,1.4823685716244208,27.97640311872482,Ituri,Wamba,Okapi Wildlife Reserve,51.53,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-06-09,L-2007-011,2007,51.53,Medium,4.88,Primary Tropical Forest,True,2
2008,1.786105540393406,28.403541022764685,Ituri,Epulu,Okapi Wildlife Reserve,65.37,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-06-09,L-2008-000,2008,65.37,Low,6.89,Primary Tropical Forest,True,1
2008,2.2032731692556236,27.884615530729143,Ituri,Wamba,Okapi Wildlife Reserve,55.64,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-06-09,L-2008-001,2008,55.64,Low,3.03,Primary Tropical Forest,True,5
2008,1.487846555306209,28.56480536560701,Ituri,Mambasa,Okapi Wildlife Reserve,49.6,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-06-09,L-2008-002,2008,49.6,High,2.49,Primary Tropical Forest,True,3
2008,1.1694870898369505,28.60721369816929,Ituri,Epulu,Okapi Wildlife Reserve,52.34,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-06-09,L-2008-003,2008,52.34,High,4.9,Primary Tropical Forest,True,4
2008,1.7390723794689893,27.60978035423107,Ituri,Wamba,Okapi Wildlife Reserve,56.66,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-06-09,L-2008-004,2008,56.66,Medium,1.91,Primary Tropical Forest,True,1
2008,1.9533458128095942,29.45433256489806,Ituri,Wamba,Okapi Wildlife Reserve,41.8,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-06-09,L-2008-005,2008,41.8,Medium,0.47,Primary Tropical Forest,True,1
2008,1.2814901755913604,29.81581464980508,Ituri,Mambasa,Okapi Wildlife Reserve,40.94,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-06-09,L-2008-006,2008,40.94,Medium,5.85,Primary Tropical Forest,True,3
2008,1.8797115989920314,28.751835636668048,Ituri,Epulu,Okapi Wildlife Reserve,56.8,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-06-09,L-2008-007,2008,56.8,Medium,0.66,Primary Tropical Forest,True,1
2008,1.3746506222631707,29.86012313223744,Ituri,Mambasa,Okapi Wildlife Reserve,64.36,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-06-09,L-2008-008,2008,64.36,Low,8.64,Primary Tropical Forest,True,3
