year,forest_loss_ha,mining_area_ha,fire_burned_area_ha,logging_area_ha,carbon_loss_tons,fragmentation_index,road_length_km,biodiversity_risk_score,habitat_loss_ha,cumulative_loss_ha,annual_change_percent,source_dataset,source_provider,source_url,processing_method,confidence_level,date_processed
2010,3383.15,13.48,54.75,81.33,845788.61,0.25,35.0,0.4,3721.47,30073.98,1.78,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.94,2026-06-09
2011,3685.85,13.88,24.83,84.02,921462.64,0.26,37.5,0.42,4054.44,33759.83,8.95,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.97,2026-06-09
2012,3903.06,15.05,29.68,88.82,975765.56,0.27,40.0,0.44,4293.37,37662.89,5.89,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.98,2026-06-09
2013,3964.95,15.38,215.49,96.61,991236.92,0.28,42.5,0.46,4361.44,41627.84,1.59,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.94,2026-06-09
2014,4165.42,16.21,27.65,97.97,1041355.63,0.29,45.0,0.48,4581.96,45793.26,5.06,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.94,2026-06-09
2015,4187.75,17.27,26.66,106.72,1046936.32,0.3,47.5,0.5,4606.52,49981.01,0.54,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.97,2026-06-09
2016,4315.1,17.73,147.14,110.79,1078773.93,0.31,50.0,0.52,4746.61,54296.1,3.04,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-06-09
2017,4390.81,18.46,48.54,115.13,1097701.56,0.32,52.5,0.54,4829.89,58686.91,1.75,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.98,2026-06-09
2018,4522.31,19.72,37.64,120.38,1130578.02,0.33,55.0,0.56,4974.54,63209.22,3.0,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.94,2026-06-09
2019,4850.52,20.52,345.9,122.15,1212628.94,0.34,57.5,0.58,5335.57,68059.74,7.26,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.91,2026-06-09
2020,4830.16,20.86,69.77,127.49,1207541.25,0.35,60.0,0.6,5313.18,72889.9,-0.42,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.93,2026-06-09
2021,5082.18,21.3,46.89,136.79,1270544.29,0.36,62.5,0.62,5590.39,77972.08,5.22,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.93,2026-06-09
2022,5324.52,22.13,247.33,141.87,1331128.93,0.37,65.0,0.64,5856.97,83296.6,4.77,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.92,2026-06-09
2023,5396.94,23.33,27.4,143.22,1349234.3,0.38,67.5,0.66,5936.63,88693.53,1.36,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-06-09
2024,5414.13,24.2,45.62,151.9,1353531.72,0.39,70.0,0.68,5955.54,94107.66,0.32,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.98,2026-06-09
2025,5879.13,24.53,144.42,157.9,1469783.11,0.4,72.5,0.7,6467.05,99986.79,8.59,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.91,2026-06-09
2026,6057.52,25.55,28.46,158.03,1514381.06,0.41,75.0,0.72,6663.28,106044.32,3.03,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.95,2026-06-09
2027,5976.74,26.7,50.43,167.36,1494184.01,0.42,77.5,0.74,6574.41,112021.05,-1.33,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.93,2026-06-09
2028,6385.95,27.15,230.45,172.4,1596488.74,0.43,80.0,0.76,7024.55,118407.01,6.85,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-06-09
2029,6521.55,28.54,51.55,173.65,1630387.06,0.44,82.5,0.78,7173.7,124928.56,2.12,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.96,2026-06-09
2030,6680.4,28.56,62.57,181.78,1670101.19,0.45,85.0,0.8,7348.45,131608.96,2.44,Hansen GFC / VIIRS / MODIS,Hansen Global Forest Change / GFW / NASA FIRMS,https://earthenginepartners.appspot.com/science-2013-global-forest,Google Earth Engine + GeoPandas Parametric Analysis,0.97,2026-06-09
