title_id,permit_name,operator,mineral_type,status,issue_date,expiry_date,province,territory,latitude,longitude,source,year,distance_to_boundary_km,is_inside,latitude,longitude,source
,,,,,,,,,2.279109626083142,28.833257194013616,IPIS,2010,47.58,True,2.279109626083142,28.833257194013616,IPIS
,,,,,,,,,0.8195914634647161,28.0509809018685,IPIS,2009,20.85,False,0.8195914634647161,28.0509809018685,IPIS
,,,,,,,,,1.0531972063156254,28.068478538640573,IPIS,2015,9.64,True,1.0531972063156254,28.068478538640573,IPIS
,,,,,,,,,2.632846855490044,28.950170961913837,IPIS,2007,31.44,False,2.632846855490044,28.950170961913837,IPIS
,,,,,,,,,2.3014158677929415,28.881928952406337,IPIS,2015,41.67,True,2.3014158677929415,28.881928952406337,IPIS
,,,,,,,,,2.550429693843099,28.8858483123965,IPIS,2026,35.35,False,2.550429693843099,28.8858483123965,IPIS
,,,,,,,,,1.0663781166227992,29.145493932717027,IPIS,2014,9.55,True,1.0663781166227992,29.145493932717027,IPIS
,,,,,,,,,1.3545114633189828,29.34063470246402,IPIS,2010,42.41,False,1.3545114633189828,29.34063470246402,IPIS
,,,,,,,,,1.0277909422807203,29.178881310439532,IPIS,2012,3.88,True,1.0277909422807203,29.178881310439532,IPIS
,,,,,,,,,2.6408431178481613,28.416236089773726,IPIS,2009,48.82,False,2.6408431178481613,28.416236089773726,IPIS
,,,,,,,,,1.1968083600268427,29.085311462035705,IPIS,2017,25.33,True,1.1968083600268427,29.085311462035705,IPIS
,,,,,,,,,1.1662522140484142,29.13183872633913,IPIS,2019,19.98,True,1.1662522140484142,29.13183872633913,IPIS
,,,,,,,,,1.153992205792876,28.28323624020109,IPIS,2001,35.84,True,1.153992205792876,28.28323624020109,IPIS
,,,,,,,,,1.1143145508261387,28.843633429914327,IPIS,2017,41.61,True,1.1143145508261387,28.843633429914327,IPIS
,,,,,,,,,0.9373344162824551,28.942192080898508,IPIS,2021,29.5,False,0.9373344162824551,28.942192080898508,IPIS
,,,,,,,,,2.3487724640500947,28.897217516096248,IPIS,2022,37.61,True,2.3487724640500947,28.897217516096248,IPIS
,,,,,,,,,1.0947289242322435,27.84933002615725,IPIS,2011,19.79,False,1.0947289242322435,27.84933002615725,IPIS
,,,,,,,,,2.1408187621284984,27.95824334604165,IPIS,2016,40.21,False,2.1408187621284984,27.95824334604165,IPIS
,,,,,,,,,0.8300870275625756,29.29362922023731,IPIS,2015,21.57,False,0.8300870275625756,29.29362922023731,IPIS
,,,,,,,,,2.4163752321795844,29.004861421343968,IPIS,2008,23.59,True,2.4163752321795844,29.004861421343968,IPIS
,,,,,,,,,1.431121940529653,29.304695761560247,IPIS,2006,49.33,False,1.431121940529653,29.304695761560247,IPIS
,,,,,,,,,1.2265711545352072,29.239921066487096,IPIS,2019,25.58,False,1.2265711545352072,29.239921066487096,IPIS
,,,,,,,,,2.6288744780080973,27.91740076879281,IPIS,2013,17.02,False,2.6288744780080973,27.91740076879281,IPIS
,,,,,,,,,2.439268091373277,28.35557583692858,IPIS,2019,40.07,True,2.439268091373277,28.35557583692858,IPIS
,,,,,,,,,0.8089007452137482,28.912846302039995,IPIS,2004,38.35,False,0.8089007452137482,28.912846302039995,IPIS
,,,,,,,,,2.5015647610632508,28.28072057962932,IPIS,2010,31.19,False,2.5015647610632508,28.28072057962932,IPIS
,,,,,,,,,2.2654510839848463,28.259280765424613,IPIS,2003,38.86,True,2.2654510839848463,28.259280765424613,IPIS
,,,,,,,,,2.6942019222950875,29.203697713977927,IPIS,2024,21.6,False,2.6942019222950875,29.203697713977927,IPIS
,,,,,,,,,2.6655997967392073,28.88267099216515,IPIS,2023,39.77,False,2.6655997967392073,28.88267099216515,IPIS
,,,,,,,,,1.303366423330516,29.36070759620291,IPIS,2003,38.17,False,1.303366423330516,29.36070759620291,IPIS
,,,,,,,,,1.306019030430837,29.255152724961516,IPIS,2001,34.58,False,1.306019030430837,29.255152724961516,IPIS
,,,,,,,,,1.062877410086508,28.413040180093706,IPIS,2024,46.45,True,1.062877410086508,28.413040180093706,IPIS
,,,,,,,,,2.6721598228280863,29.074600202032702,IPIS,2000,23.67,False,2.6721598228280863,29.074600202032702,IPIS
,,,,,,,,,2.1260077457849054,29.389661406647143,IPIS,2025,46.62,False,2.1260077457849054,29.389661406647143,IPIS
,,,,,,,,,2.617739571812683,28.94070999290187,IPIS,2002,31.64,False,2.617739571812683,28.94070999290187,IPIS
,,,,,,,,,1.2301144298271778,28.98345446231662,IPIS,2017,35.13,True,1.2301144298271778,28.98345446231662,IPIS
,,,,,,,,,1.1434413441725706,28.898947240154204,IPIS,2021,37.08,True,1.1434413441725706,28.898947240154204,IPIS
,,,,,,,,,2.2572888691793063,29.139868054139377,IPIS,2026,27.8,True,2.2572888691793063,29.139868054139377,IPIS
,,,,,,,,,2.549890913640505,27.9335479996058,IPIS,2026,9.23,False,2.549890913640505,27.9335479996058,IPIS
,,,,,,,,,2.5824341290648247,28.258166318536816,IPIS,2002,30.11,False,2.5824341290648247,28.258166318536816,IPIS
,,,,,,,,,1.2553685458176878,28.947194722020043,IPIS,2008,39.95,True,1.2553685458176878,28.947194722020043,IPIS
,,,,,,,,,2.387367234715268,29.18198040136012,IPIS,2020,12.68,True,2.387367234715268,29.18198040136012,IPIS
,,,,,,,,,2.2702529893583057,29.009510938966024,IPIS,2012,33.17,True,2.2702529893583057,29.009510938966024,IPIS
,,,,,,,,,2.3581316773266905,29.139646704031932,IPIS,2003,17.14,True,2.3581316773266905,29.139646704031932,IPIS
,,,,,,,,,0.9652274739215904,28.303888475957113,IPIS,2006,34.01,False,0.9652274739215904,28.303888475957113,IPIS
,,,,,,,,,2.4257271897364783,29.322828246674312,IPIS,2006,15.95,False,2.4257271897364783,29.322828246674312,IPIS
,,,,,,,,,2.628308017735278,28.20284144044799,IPIS,2025,26.67,False,2.628308017735278,28.20284144044799,IPIS
,,,,,,,,,1.235095043653404,28.919669416512594,IPIS,2026,40.68,True,1.235095043653404,28.919669416512594,IPIS
,,,,,,,,,1.2759893920519327,29.161879880735988,IPIS,2018,30.98,True,1.2759893920519327,29.161879880735988,IPIS
